Preschool_Name,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars
PCF Sengkang South Blk 441B,Day care center,"441B Fernvale Rd, #01-313, Singapore 792441 ","Wednesday (Eid al-Fitr), 7am to 7pm, Hours might differ,    Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm",http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Sengkang+South+Blk+441B/@1.3911303,103.8750964,17z/data=!3m1!4b1!4m6!3m5!1s0x31da166495545e39:0x3d72243d17a41c12!8m2!3d1.3911303!4d103.8750964!16s%2Fg%2F1t_hwhnf?entry=ttu",2024-04-10 12:41:17.119618,"5,    5",5.0
PCF Sengkang Central Blk 262A,Child care agency,"262A Compassvale St, #01-117, Singapore 541262 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Sengkang+Central+Blk+262A/@1.3954626,103.8951214,17z/data=!3m1!4b1!4m6!3m5!1s0x31da160c69cb2337:0x41e33fb6f7c1fb8a!8m2!3d1.3954626!4d103.8951214!16s%2Fg%2F1td1ys3b?entry=ttu",2024-04-10 12:40:52.990189,"5,    5",5.0
PCF Sembawang Blk 507D,Day care center,"507D Wellington Cir, Singapore 754507 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Sembawang+Blk+507D/@1.451454,103.8228303,17z/data=!3m1!4b1!4m6!3m5!1s0x31da149d99eec167:0x9a0a0f2386022e74!8m2!3d1.451454!4d103.8228303!16s%2Fg%2F1pt_161zn?entry=ttu",2024-04-10 12:40:28.494988,5,5.0
PCF Radin Mas Blk 108,Day care center,"108 Bukit Purmei Rd, Block 108, Singapore 090108 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Radin+Mas+Blk+108/@1.2734415,103.8254768,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1960febc8115:0xf5503f84ff2234a3!8m2!3d1.2734415!4d103.8254768!16s%2Fg%2F1pv5tk8z2?entry=ttu",2024-04-10 12:40:04.590889,4,4.0
PCF Punggol North Blk 172C,Day care center,"172C Edgedale Plains, #01-472, Singapore 823172 ","Wednesday (Eid al-Fitr), 7am to 7pm, Hours might differ,    Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm",https://business.google.com/create?fp=17257377412477634288&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Punggol+North+Blk+172C/@1.3954368,103.9126111,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16023a11a0d1:0xef7e8552b99446f0!8m2!3d1.3954368!4d103.9126111!16s%2Fg%2F11c59xh3gg?entry=ttu",2024-04-10 12:39:50.555631,"2,    5,    5,    5,    1,    2",3.333333333333333
PCF Punggol East Blk 143,Day care center,"143 Rivervale Dr, Singapore 540143 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Punggol+East+Blk+143/@1.390138,103.905739,17z/data=!3m1!4b1!4m6!3m5!1s0x31da161b1d5aeae5:0xc908c23dc3a1b833!8m2!3d1.390138!4d103.905739!16s%2Fg%2F1pty0f9sw?entry=ttu",2024-04-10 12:39:36.920368,"2,    5,    5,    5,    1,    2",3.333333333333333
PCF Punggol East Blk 122D,Day care center,"122D Rivervale Dr, Singapore 544122 ",,https://business.google.com/create?fp=9080773752575576984&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Punggol+East+Blk+122D/@1.387092,103.905718,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16197ffb7f5b:0x7e05639daff54b98!8m2!3d1.387092!4d103.905718!16s%2Fg%2F1ptwr__23?entry=ttu",2024-04-10 12:39:23.096626,"2,    5,    5,    5,    1,    2",3.333333333333333
PCF Punggol Central Blk 292B,Day care center,"292B Compassvale St, Singapore 542292 ","Wednesday (Eid al-Fitr), 9am to 5pm, Hours might differ,    Thursday, 9am to 5pm,    Friday, 9am to 5pm,    Saturday, Closed,    Sunday, Closed,    Monday, 9am to 5pm,    Tuesday, 9am to 5pm",http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Punggol+Central+Blk+292B/@1.3954816,103.8987495,17z/data=!3m1!4b1!4m6!3m5!1s0x31da160ec1ebe91b:0xbde2e62010d9d308!8m2!3d1.3954816!4d103.8987495!16s%2Fg%2F1ptxl139c?entry=ttu",2024-04-10 12:38:58.993281,"2,    5,    5,    5,    1,    2",3.333333333333333
PCF Punggol Central Blk 232,Day care center,"232 Compassvale Walk, Singapore 540232 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Punggol+Central+Blk+232/@1.390601,103.9011524,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16104367a4eb:0x30c4427fdf9e4f00!8m2!3d1.390601!4d103.9011524!16s%2Fg%2F1ptyt7282?entry=ttu",2024-04-10 12:38:34.563632,"5,    5",5.0
PCF Paya Lebar Blk 936,Day care center,"936 Hougang St. 92, #01-67 Block 936, Singapore 530936 ",,https://business.google.com/create?fp=2933044526530895431&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Paya+Lebar+Blk+936/@1.3746383,103.8799232,17z/data=!3m1!4b1!4m6!3m5!1s0x31da164533f857c3:0x28b44474fa471e47!8m2!3d1.3746383!4d103.8799232!16s%2Fg%2F1pt_822wz?entry=ttu",2024-04-10 12:38:20.123549,"3,    3,    4",3.333333333333333
Pcf Pasir Ris East Blk 426,Preschool,"426 Pasir Ris Drive 6, Singapore 510426 ",,https://business.google.com/create?fp=15174410924487897404&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/Pcf+Pasir+Ris+East+Blk+426/@1.3699424,103.9558351,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3dadb2336811:0xd29656569de8713c!8m2!3d1.3699424!4d103.9558351!16s%2Fg%2F11fmvl0kmm?entry=ttu",2024-04-10 12:38:06.738280,"3,    3,    4",3.333333333333333
PCF Nee Soon South Blk 794,Day care center,"794 Yishun Ring Rd, Block 794, Singapore 760794 ",,https://business.google.com/create?fp=18102896069433717518&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Nee+Soon+South+Blk+794/@1.420062,103.83206,17z/data=!3m1!4b1!4m6!3m5!1s0x31da140d49439e13:0xfb3a680fd869730e!8m2!3d1.420062!4d103.83206!16s%2Fg%2F1ptwl324m?entry=ttu",2024-04-10 12:37:52.904567,"3,    3,    4",3.333333333333333
PCF Marsiling Block 302,Day care center,"303 Woodlands Street 31, Singapore 730303 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Marsiling+Block+302/@1.4309767,103.7738308,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1252bc2d1755:0x314ed58b7a39f9c4!8m2!3d1.4309767!4d103.7738308!16s%2Fg%2F1ptw96nkw?entry=ttu",2024-04-10 12:37:28.668229,"3,    3,    4",3.333333333333333
PCF Marsiling Blk 334,Day care center,"Blk 334 #01-13 Woodlands St 32 Singapore 730334, 730334 ",,https://business.google.com/create?fp=9099221510932127718&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Marsiling+Blk+334/@1.4309641,103.7815403,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13adf86a5c33:0x7e46edc123b3dfe6!8m2!3d1.4309641!4d103.7815403!16s%2Fg%2F11b5pj8mrq?entry=ttu",2024-04-10 12:37:15.284243,"3,    5",4.0
PCF Kebun Baru Blk 112,Day care center,Blk 112 #01-313 Ang Mo Kio Ave 4 Singapore 560112 ,"Wednesday (Eid al-Fitr), 7am to 7pm, Hours might differ,    Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm",https://business.google.com/create?fp=1806417299016648117&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Kebun+Baru+Blk+112/@1.371288,103.8356605,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16db01f2a8d3:0x1911aef6700205b5!8m2!3d1.371288!4d103.8356605!16s%2Fg%2F1ptyk0yl9?entry=ttu",2024-04-10 12:37:01.625536,"3,    5",4.0
PCF Kaki Bukit Blk 545,Day care center,"Blk 545 #01-1378 Bedok North St 3 Singapore 460545, 460545 ",,https://business.google.com/create?fp=10992279169369225285&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Kaki+Bukit+Blk+545/@1.3298119,103.923618,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d523b45afdb:0x988c6baa3a2db845!8m2!3d1.3298119!4d103.923618!16s%2Fg%2F1ptyk17fm?entry=ttu",2024-04-10 12:36:48.252390,"3,    5",4.0
PCF Jln Kayu Blk 556,Day care center,"Blk 556 #01-1902 Ang Mo Kio Ave 10 Singapore 560556, 569729 ",,https://business.google.com/create?fp=7450765869191206953&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Jln+Kayu+Blk+556/@1.3720525,103.8575887,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16facebcf37b:0x6766701509bf1829!8m2!3d1.3720525!4d103.8575887!16s%2Fg%2F1ptxrm0mx?entry=ttu",2024-04-10 12:36:34.375038,"3,    5",4.0
PCF Hong Kah North Student Care Centre,Kindergarten,"Blk 340 Bukit Batok Street 34, #01-44, Singapore 650340 ",,https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Hong+Kah+North+Student+Care+Centre/@1.3631549,103.7495082,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11ecb5516bd3:0xb3674c2a10b7e4c8!8m2!3d1.3631549!4d103.7495082!16s%2Fg%2F11s_ygtzdz?entry=ttu",2024-04-10 12:36:20.994867,"3,    5",4.0
PCF Hong Kah North Blk 315,Day care center,"315 Bukit Batok Street 32, Block 315, Singapore 650315 ",,https://business.google.com/create?fp=15312761602981437760&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Hong+Kah+North+Blk+315/@1.360416,103.7462352,17z/data=!3m1!4b1!4m6!3m5!1s0x31da103401132035:0xd481db8c23f32140!8m2!3d1.360416!4d103.7462352!16s%2Fg%2F1tflcrp9?entry=ttu",2024-04-10 12:35:57.053583,"3,    5",4.0
PCF Hampton Pre-School,Preschool,"178 Bishan St. 13, Singapore 570178 ","Wednesday (Eid al-Fitr), 7am to 7pm, Hours might differ,    Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm",http://www.hampton.edu.sg/,"https://www.google.com/maps/place/PCF+Hampton+Pre-School/@1.3480625,103.8524664,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1713a32134ab:0xc673409c99349bf0!8m2!3d1.3480625!4d103.8524664!16s%2Fg%2F1pp2tk43m?entry=ttu",2024-04-10 12:35:32.985420,"5,    3",4.0
PCF Chong Pang Blk 405,Day care center,"Blk 405 #01-40 Admiralty Link Singapore 750405, 750405 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Chong+Pang+Blk+405/@1.453301,103.81611,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1363fe6ac34b:0xffed4632e56c5d75!8m2!3d1.453301!4d103.81611!16s%2Fg%2F1pty8tksq?entry=ttu",2024-04-10 12:35:19.352335,"5,    4,    3,    2",3.5
PCF Changi Simei Blk 233,Day care center,"Blk 233 #01-148 Simei St 4 Singapore 520233, 233 Simei Street 4, Block 233, 520233 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Changi+Simei+Blk+233/@1.344297,103.9568283,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d21ef3bcfd1:0x6d7bd94ae0074d3c!8m2!3d1.344297!4d103.9568283!16s%2Fg%2F1ptxwz5yj?entry=ttu",2024-04-10 12:35:05.743460,"5,    4,    3,    2",3.5
PCF Bukit Panjang Blk 254,Day care center,"Blk 254 #01-204 Bangkit Road Singapore 670254, 254 Bangkit Rd, Block 254, 670254 ",,http://pcf.org.sg/,"https://www.google.com/maps/place/PCF+Bukit+Panjang+Blk+254/@1.379626,103.7738229,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11a0bff5b9b7:0xe4ff0f31ab80a838!8m2!3d1.379626!4d103.7738229!16s%2Fg%2F1ptyjpn63?entry=ttu",2024-04-10 12:34:52.408707,"5,    4,    3,    2",3.5
PCF Braddell Heights Blk 330,Day care center,"Blk 330 #01-361 Serangoon Ave 3 Singapore 550330, 550330 ",,https://business.google.com/create?fp=9151573943602273494&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Braddell+Heights+Blk+330/@1.349836,103.8697168,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17a0cb39b07d:0x7f00ec03bc225cd6!8m2!3d1.349836!4d103.8697168!16s%2Fg%2F1ptw3dhmq?entry=ttu",2024-04-10 12:34:39.059707,"5,    4,    3,    2",3.5
PCF Braddell Heights Blk 307,Day care center,"Blk 307 #01-44 Serangoon Ave 2 Singapore 550307, 556130 ",,https://business.google.com/create?fp=14791675773402399398&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Braddell+Heights+Blk+307/@1.35455,103.866933,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1707e20309ff:0xcd4696bf0a66c2a6!8m2!3d1.35455!4d103.866933!16s%2Fg%2F1ptx_67r3?entry=ttu",2024-04-10 12:34:15.132669,"5,    4,    3,    2",3.5
PCF Admiralty Blk 501,Day care center,"501 Woodlands Drive 14, #01-52 Block 501, Singapore 730501 ",,https://business.google.com/create?fp=7900773075470557743&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PCF+Admiralty+Blk+501/@1.4326896,103.7920933,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a47a98786b:0x6da52f408664a22f!8m2!3d1.4326896!4d103.7920933!16s%2Fg%2F1ptx4c5l7?entry=ttu",2024-04-10 12:34:07.305031,"5,    5,    5,    5,    5,    5,    5,    5,    5,    5",5.0
Paya Lebar Methodist Church Covenant Kindergarten,Kindergarten,"5 Boundary Rd, Singapore 549954 ","Wednesday (Eid al-Fitr), 8am to 4pm, Hours might differ,    Thursday, 8am to 4pm,    Friday, 8am to 4pm,    Saturday, Closed,    Sunday, Closed,    Monday, 8am to 4pm,    Tuesday, 8am to 4pm",http://plmc-ck.edu.sg/,"https://www.google.com/maps/place/Paya+Lebar+Methodist+Church+Covenant+Kindergarten/@1.3529941,103.8754448,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17a5bee54ddd:0x2e30855af074cdba!8m2!3d1.3529941!4d103.8754448!16s%2Fg%2F11c0rnnb4m?entry=ttu",2024-04-10 12:33:41.925055,"5,    5,    5,    5,    5,    5,    5,    5,    5,    5",5.0
PAP Foundation Woodlands Branch Sparkle Tots Childcare,Education,"894D Woodlands Drive 50, Singapore 739894 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PAP+Foundation+Woodlands+Branch+Sparkle+Tots+Childcare/@1.4356443,103.7901059,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a66736f86f:0xce810c55c9e74df0!8m2!3d1.4356443!4d103.7901059!16s%2Fg%2F1tcw5q18?entry=ttu",2024-04-10 12:33:27.596057,"4,    1,    5,    4",3.5
"PAP Community Foundation, Hong Kah North Education Centre",Day care center,"315 Bukit Batok Street 32, Singapore 650315 ",,https://business.google.com/create?fp=16915699272175885137&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PAP+Community+Foundation,+Hong+Kah+North+Education+Centre/@1.3602146,103.747508,17z/data=!3m1!4b1!4m6!3m5!1s0x31da10341ef093a5:0xeac0a2dd65609b51!8m2!3d1.3602146!4d103.747508!16s%2Fg%2F1td_w2w5?entry=ttu",2024-04-10 12:33:14.074721,"4,    1,    5,    4",3.5
PAP Community Foundation Tampines East,School,"209 Tampines St. 21, Singapore 520209 ",,https://business.google.com/create?fp=12244800269342404622&hl=en&authuser=0&gmbsrc=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=sg-en-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"https://www.google.com/maps/place/PAP+Community+Foundation+Tampines+East/@1.3518354,103.9527082,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d1b07e16d8b:0xa9ee44f81fc2f00e!8m2!3d1.3518354!4d103.9527082!16s%2Fg%2F1tf4bk4p?entry=ttu",2024-04-10 12:32:49.142716,"4,    1,    5,    4",3.5
