Preschool_Name,Comment,Sentiment,Word,Category
MindChamps PreSchool @ Changi Airport Terminal 3,"Appreciate that MC changi hosted workshop for parents! Makes us parents to learn more about our Champs learning journey etc. Teachers and Principal are great and professional. 2 kids in their care, never regret this decision !",0.47500000000000003,parent,Staff_and_Management_Factors
MindChamps PreSchool @ Changi Airport Terminal 3,Had a very fun Mindchamps Music lesson yesterday evening with Ms Dave! We experienced what our Champs learn during their music classes in school and the many instruments they use to play the music. Very happy and glad that the Champs are learning so well! :),0.6520833333333333,champ,Communication_Factors
MindChamps PreSchool @ Changi Airport Terminal 3,It was a very inspiring session with Ms Jacquelyn to learn about phonics and how champs are spending their times school. It’s fun and definitely a recommendation to join Mindchamps at T3.,0.31666666666666665,session,Educational_Factors
MindChamps PreSchool @ Changi Airport Terminal 3,I was really impressed with what my child is learning in music lessons after attending the workshop conducted by the music teacher. It’s a wonderful programme like no other.,0.6875,music,Educational_Factors
MindChamps PreSchool @ Changi Airport Terminal 3,Went for an MRW class with Ms Jac. Very old sharing on how the champs are learning phonics. Taught the parents how to teach phonics too,0.13,phonic,Educational_Factors
MindChamps PreSchool @ Pasir Ris,"Mindchamps Sentosa definitely made a positive impact to my son in more ways than one. Being the first school he attended after coming back to SG, Mrs Koh and her team were so patient and meticulous, making the transition a smooth and enjoyable one for him. The special bond that you share is irreplaceable, and we wish you guys nothing but the best for the future.",0.3234415584415585,impact,Educational_Factors
MindChamps PreSchool @ Pasir Ris,"My daughter, Nadeen Andrea has been with MindChamps ever since her PG years. We have seen her tremendous growth and we would like to thank the teachers who have guided her ever since she was 2 years old! School environment is huge, clean and well equipped with loads of resources for the children. Teachers are well groomed, well trained and very professional! Parents are always kept in the loop about their children.",0.2775,year,Communication_Factors
MindChamps PreSchool @ Pasir Ris,"my older boy has been with Mindchamps Sentosa for 3 years and my younger boy is also enrolled for almost a year; really appreciate that their teachers are attentive with frequent communication with us, either through the school mobile app or phone calls. We also enjoyed the termly newsletters and frequent updates on FB to see that they are enjoying learning in preschool. Principal Mrs Koh is also very involved and communicates with us jointly with our boys' teachers, especially when we identify developmental areas that require more attention on. Ms Anna, Ms SueLyn, Liang laoshi, Sun laoshi, Feng laoshi, Ms Yuva, Ms Berlian, Ms Belle, Zhang laoshi, Ye laoshi (apologies if I missed out any!), we greatly appreciate your efforts in caring and educating our two boys 😊",0.29930555555555555,laoshi,Staff_and_Management_Factors
MindChamps PreSchool @ Pasir Ris,"Mindchamps Sentosa is superb! Mrs Koh and her team Ms Anna, Ms Cheryl, Ms Sue Lyn and Liang Laoshi take an active role in partnering parents and show genuine concern in all they do. They are experts in their areas and are assuring and address concerns in a timely manner. They keep communication lines open and provide regular updates on their learning journey. Additionally, Mindchamps Sentosa facility is well curated with learning zones to engage the kids and outdoor areas blended with natural surroundings of the iconic island. It provides all rounded education and have nurtured my child’s love of nature, arts and music too! So glad to be part of this family!",0.3462962962962963,concern,Safety_and_Health_Factors
MindChamps PreSchool @ Pasir Ris,"My son enjoyed his time at Mindchamps. He is reserved and quiet but after attending Mindchamps, he became sociable and talked more. Teachers were kind and allowed him to experience a day as a monitor. It made his day and he told me about it. Thank you.",0.4,day,Communication_Factors
MindChamps PreSchool @ Pasir Ris,"We really appreciate Mrs Koh and her team, working alongside us as first time parent, guiding and supporting us in our parenting journey, especially during our kid's challenging stages, showering comfort and instilling confidence in us.",0.24,team,Facility_Factors
MindChamps PreSchool @ Pasir Ris,Our child loves going to nursery every day and is always so excited to tell us about his day. The staff are friendly and always welcome my son with open arms and a smile in the mornings. Absolutely fantastic nursery with great leadership 👏 ,0.43571428571428567,nursery,Educational_Factors
MindChamps PreSchool @ Pasir Ris,"Eversince she attended mindchamp, Her Vocabulary has expanded tremendously, language skills has become stronger. Also seen an increase in independence level and motor skills.",0.3333333333333333,skill,Educational_Factors
MindChamps PreSchool @ Pasir Ris,"I went down, with my children, for a centre visit and was pleased with the way the teachers carried themselves. Very professional and patient. Had to rush off for another appointment but the Principal was kind enough to offer a subsequent visit. My kids loved the environment, with the older one asking when we could go back.",0.21567901234567902,visit,Safety_and_Health_Factors
MindChamps PreSchool @ Pasir Ris,"I can see a good development in her, from enjoyment of learning, to trying out variety of food, toilet training, having a mind of her own with a good sense of memory and being a happy adaptable child.",0.5533333333333333,development,Educational_Factors
MindChamps PreSchool @ Pasir Ris,I really like the professionalism from the teachers and the management. Kids love going there. Highly recommend!,0.3,professionalism,Educational_Factors
MindChamps PreSchool @ Pasir Ris,"It is a very good kindergarten. The principal and teachers are very responsible, rigorous and caring. Children can develop in all aspects here, including handicrafts, sports, language, and the school environment is also very clean.",0.5488888888888889,kindergarten,Facility_Factors
MindChamps Chinese PreSchool @ Cecil Street,"""Do not recommend . I would say there are better childcare , pre school out there. The building is not the most conducive. And parking is bad. Too tight the lobby, and the entrance into the school is not very welcoming. I recommend going to other childcare centers . At times, I have encountered that the security guards are rude and do not do their job. The traffic is also always congested and the building mgmt does not do anything. Teachers also have changed multiple times, no stability.",-0.05044642857142855,childcare,Facility_Factors
MindChamps Chinese PreSchool @ Cecil Street,"One of the best decisions we’ve made for our children is sending them to MindChamps at Cecil Street. They are so comfortably bilingual, it’s really worth all the time and effort to send them there. Special commendations to the teachers and staff who made everything possible, especially 郭老师，李老师 (N1G’23)，Teacher Ilena and 梁老师 (K2L’23)!",0.3428571428571428,decision,Facility_Factors
MindChamps Chinese PreSchool @ Cecil Street,"Save your money and go to another school ! Building is old , small , no parking , lifts breakdown , smells on level 1 with security guards who think they are meeting and greeting 🤡. Take you money elsewhere ",-0.075,money,Staff_and_Management_Factors
MindChamps Chinese PreSchool @ Cecil Street,"My wife chose MIndChamps because the also offers Chinese Preschool which we think our child will greatly benefit him once he reach primary years. After three months of attending preschool classes at the age of 5, he can recognize Chinese characters which his teacher patiently taught him in a creative manner. Maths and English were also given equal focus to equip our child in the future. We know that he is in good hands with MindChamps""",0.25,mindchamp,Facility_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Lovely graduation ceremony for my K2 boy. Thoroughly enjoyed it!,0.5625,graduation,Educational_Factors
MindChamps Performing Arts PreSchool @ Marina Square,"I have lots of fun today performing for my friends, my family and my teachers! The energy from the children were high. I love Mindchamps! 💎🤴👸🦄💖 ",0.3866666666666667,lot,Communication_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Good job to the team of teachers for preparing Champs for their year-end showcase! It was a great experience for Champs and families!,0.9375,job,Communication_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Fantastic learning environment with passionate teachers. Fun curriculum that lets the children grow and explore their interests.,0.21666666666666667,learning,Educational_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Great performance put up by my niece! Impressive to see children so confident on stage at such young age!,0.525,performance,Educational_Factors
MindChamps Performing Arts PreSchool @ Marina Square,"The mindchamps graduation concert on 04 December 2023 at Mindchamps Marina Square is very well organized and amazing. Thank you teachers, champs and everyone for your great efforts in making this a very successful and great concert.",0.675,concert,Facility_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Arts showcase and I am impressed the artwork that my son did. The teachers really did a very good job.,0.7033333333333333,art,Educational_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Really appreciate the love and care from Ms Annet and 张老师。They are very patience towards all the students.,0.3,love,Communication_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Love the showcase today and thanks dor the guidance that all teachers have given to my girl:l,0.35,showcase,Educational_Factors
MindChamps Performing Arts PreSchool @ Marina Square,"I was at Marina Square gain city doing my shopping when I heard this lady saying she from Mindchamps wanted to but some speakers for her event. She kept pressing the poor salesperson for discount. Hello , lady people also earn a living ok . Some more dare to said so loud for the whole world to know she is from mindchamps . Shame to the school for having such LOW CLASS executive.",0.12857142857142856,lady,Staff_and_Management_Factors
MindChamps Performing Arts PreSchool @ Marina Square,It’s was amazing n fantastic shows. Great jobs teachers!,0.6666666666666666,show,Educational_Factors
MindChamps Performing Arts PreSchool @ Marina Square,My boy is enjoying and very happy teachers in MSQ MindChamps❤️,0.75,boy,Staff_and_Management_Factors
MindChamps Performing Arts PreSchool @ Marina Square,"My son enrolled for 1 year enrichment class. Results does not improved. I asked to cancel and refund my deposit. Only $200, The consultant is delaying my deposit for almost 2 months. I received the email that I will receive within 1 month. Till now Coming 2 months soon but no news. So desperate until cannot refund just $200. I paid $8000 plus one shot for year. Take money so fast. Refund deposit keep quiet. Not recommended to enrol, once you cancel their programme, reluctant to pay you back the deposit. After 28 jan, I haven’t received my money, i will report Mindchamps to consumer case. Customer service also very rude, when i told her i will consumer case, she quickly hang up the phone by saying thank you for calling. Education enrichment but no EQ from their employees. How to train the kids with their mindset?",-0.06523809523809525,deposit,Educational_Factors
MindChamps Performing Arts PreSchool @ Marina Square,The curriculum is very fun and interesting. My girl really enjoy the lessons.,0.43,curriculum,Educational_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Fun at music workshop to understanx what the champs are experiencing.,0.3,fun,Communication_Factors
MindChamps Performing Arts PreSchool @ Marina Square,Wonderful experience,1.0,experience,Educational_Factors
MindChamps PreSchool @ Sengkang,"In the blink of an eye, my 5-year-old sister has been attending mindchamps@Seng Kang for more than three months. I have become accustomed to watching her rushing into the school gate every day and listening to her happily sharing all kinds of random thoughts after school: We went to the supermarket to buy some food every day. Fruit, I made yogurt after getting up in the afternoon; when I played in the water today, I shared toys with my friends; today a certain classmate gave me a gem (plastic), 🈶️the colors of the rainbow, etc., etc... And these three In the past few months, with the help of the teacher, my sister's independent reading ability in Chinese and English has also been greatly improved. Occasionally, she would make superfluous remarks in the conversation, play the piano to an ox; or take out a Level 4 Oxford tree and relish it in the corner. When reading, the old mother felt really happy. After all, every parent hopes that their children can develop a good habit of independent learning as they grow up, and have a happy and splendid childhood. I would like to sincerely thank Ms. Lydia and Teacher Ji for their careful teachings, allowing my sister to become a better version of herself; thank you to Principal Amenda and all the teachers for creating a happy and friendly atmosphere for the children's growth. Thank you 🌹""",0.3033008658008658,sister,Staff_and_Management_Factors
MindChamps PreSchool @ One Raffles Place,I am happy that Mindchamps offers Writing Programme suited for our 7 year-old son. Their programme focuses on the understanding and creative aspects of writing which makes it more fun and interesting for him. The activities are designed to complement the MOE Curriculum which make me think that my child is in good hands. Thank you MindChamps for creating useful programmes like this one.,0.4624999999999999,programme,Educational_Factors
MindChamps PreSchool @ East Coast,"Our baby has been attending Mindchamps@Kinex for over two months now , and so far , we are quite satisfied with the school . Firstly , the teachers here provide comprehensive care for our baby , promoting self - care in daily life while ensuring safety , offering emotional support , and also paying attention to each child ' s unique traits to communicate and guide them effectively . Secondly , the hygiene and cleanliness of the environment here are very satisfying ; although catching a cold is inevitable , there have been no serious illnesses , which also reflects the sanitary condition of the teaching facilities . Lastly , the educational content and activities are rich and enjoyable . It ' s evident from our baby ' s progress over these two months that she is happy here and has been learning.",0.23425925925925928,baby,Communication_Factors
MindChamps PreSchool @ East Coast,Dear beloved teachers and classmates， I am regret to say that this Thursday will be Yuwen‘s last day at Minchamps family. On behalf of her，I would like to take this moment to reflect upon the incredible journey she has shared together，4 years at Mindchamps has been nothing short of magical，shaping her earliest memories and setting the foundation for her educational journey. The guidance，patience，and unwavering support have played an instrumental role in her growth. Your creative teaching methods，warm smiles and encouragement will be etched in her heart. You’ve not only taught her lessons from books but also lessons about kindness，respect and the journey of expiration. To her dear classmates，each of you has been a source of joy and inspiration. From shared laughter and adventures，you‘ve made her everyday at school unforgettable. The bonds you have formed are special，and I am grateful for the friendship that have taken root during your time together. I want to express my heartfelt gratitude to all of you. The memories created will always be cherished，and the lessons learned will continue to guide her. Thank you for being an exceptional mentor，and thank you her wonderful classmates，for being the best companions anyone could ask for. With sincere gratitude and fondest memories.,0.46111111111111114,journey,Educational_Factors
MindChamps PreSchool @ East Coast,"We highly recommend MindChamps @East Coast. Mrs Koh is a very capable principal and with her leadership and a group of dedicated teachers, we feel our daughter is in good hands. We feel the staff are highly organized and understand every aspects of the children in great details. - N2 Jiang Yutong's Dad",0.41600000000000004,principal,Facility_Factors
MindChamps PreSchool @ East Coast,"Would definitely and highly recommend Mindchamps@1km to all parents out there. Both my kids started with them since PG. The Principal and Teachers are highly reliable, caring and I have absolute trust leaving my children in their care. Thank you all! :)",0.21400000000000002,km,Facility_Factors
MindChamps PreSchool @ East Coast,Always prompt to update me on happenings regarding my daughter and sharing tips on how to better her development. A peace of mind when your kids are with MindChamps. Recommended! Two thumbs up!,0.78125,happening,Communication_Factors
MindChamps PreSchool @ East Coast,"Excellent core team of Principal and teachers. Both my kids are there from PG. One will be graduating this year, no preschool is perfect but this one ranks as one of the better ones around. Keep up the good work!",0.84375,core,Communication_Factors
MindChamps PreSchool @ East Coast,Centre has relocated to Kinex shopping mall at Paya Lebar MRT,0.0,shopping,Communication_Factors
MindChamps PreSchool @ East Coast,"premises is clean, and curriculum is well paced and structured",0.3666666666666667,premise,Educational_Factors
MindChamps PreSchool @ East Coast,"We are from a Chinese family and we rarely use Chinese at home. However, since Wang Guangxi came to school, he can now speak a lot of English. As long as he can speak, he chooses to speak in English. The teacher will teach him in different ways and is very patient. Thank you.""",0.05625,family,Facility_Factors
MindChamps PreSchool @ City Square Mall,My child has been studying here for more than a year and is enjoying his lessons. We were really surprised at his growth and the patient teachers have been instrumental in nuturing him. We also like the all rounded curriculum so we don’t have to send him for extra lessons outside of school.,0.22000000000000003,lesson,Educational_Factors
MindChamps PreSchool @ City Square Mall,"Finding the right preschool is like discovering a secret garden for your child – a place where they can blossom, discover, and grow nurtured by sunshine and gentle hands. For the past seven years, Mindschamp at city square has been that garden and a 2nd home for my 2 children, and I can't express enough gratitude for the joy, knowledge, and confidence they've gained within its walls, while I can work with a peace of mind. The teachers are the superheroes of this secret garden. They are more than just educators; they are mentors, cheerleaders, and confidantes. Their dedication and passion for early childhood development are evident in every interaction, whether it's guiding a struggling learner with their school work or patiently listening to my girl's woes with her sister. Special thanks to teacher Ms Ong Shi Hui, Ms Ong Li Ling, Ms Chin, Ms Evelyn, Mr Louis etc and the school assistants for their love, care and all the beautiful memories for my girls. Is with a heavy heart that our youngest girl is graduating this year, but your teachings will prepare her for the new challenges ahead :) Thank you, mindschamp City Square !",0.19745670995670994,garden,Safety_and_Health_Factors
MindChamps PreSchool @ City Square Mall,"Never regretted my choice to change her to Mindchamps this year! My daughter is fitting in well, and kudos to her teacher for making it a seamless process!! Highly recommended! ❤️❤️❤️❤️❤️",0.28541666666666665,choice,Educational_Factors
MindChamps PreSchool @ City Square Mall,The well-equipped classrooms and thoughtfully planned curriculum have contributed significantly to our child's overall development,0.25833333333333336,classroom,Facility_Factors
MindChamps PreSchool @ City Square Mall,Happy mid Autumn festival !,0.4,festival,Facility_Factors
MindChamps PreSchool @ Paragon,"Eliza attended Mindchamps Paragon from PG to K2. We witnessed how she achieved many great milestones along her PS Journey and unleashed much of her potential through the all rounded, multi faceted programmes that inspire, educate and empower her as a mindchamp! All Her teachers and the principal Showed great dedication and heart to nurture and groom her! Kudos and continue to shine like diamonds and be an inspiration to all the champs! 💎 Gambatte!",0.5,milestone,Educational_Factors
MindChamps PreSchool @ Paragon,"We have nothing but G R A T I T U D E!♥️✨ Grateful for all the Teachers(Ms Cammy,Fan Laoshi,Mr Jay,Ms Fiqah,Ms Nadia,Ms Jasmine and Miss Shermaine!) Our kid is on remission and it hasn't been easy for us to just leave him in school especially on a full day basis.We thank each and everyone who made Zen's journey an enjoyable one.Since he went to Paragon(coming from Chinese Pre-School at Cecil) he maintains the same level of enthusiasm and he loves his teachers dearly,esp Fan Laoshi and Mr Jay.Thank you for caring for Zen and for always giving us updates on diseases that's been going on in the school.(we are very particular since Zen's immune system is not that strong due to his history.But he's much better now!Fully recovered and enjoying life to the fullest!) Im sure his childhood memory bank is full of happy memories with you all there.💕 We would also want to commend everyone who taught the kids during their ""I'm Proud of You "" Champs Fest, we can see how confident and comfortable they were on stage even without teachers teaching the steps in front of them.We are also proud of you Teachers of Mindchamps PARAGON!👏🏻Kudos everyone 👏🏻👏🏻👏🏻👏🏻👏🏻",0.43725490196078426,t,Staff_and_Management_Factors
MindChamps PreSchool @ Paragon,"MindChamps at Paragon was a great help to me two weeks ago. My partner and I need to attend some important matter in our work and business. No one will look after our 5 year old son. I remember that MindChamps offers Child Minding Service. Even if I am worried that he might have tantrums while on the center, We drop him off. When we returned to fetch him around 3:00 P.M., we were amazed that he did not cry at all. He enjoy the activities while we are away plus he have a complimentary book. Thanks, MindChamps!",0.28125,help,Communication_Factors
MindChamps PreSchool @ Paragon,"Nice education, teachers and staff!!",0.9375,education,Educational_Factors
MindChamps PreSchool @ Paragon,"Responsible, good attitude, disease and health control in place, sufficient teachers""",0.44999999999999996,attitude,Safety_and_Health_Factors
MindChamps PreSchool @ JTC Summit,Very caring principal and teachers who you can tell care for the children. Especially thankful for the care over the years for my kids. Will be sad to leave after my kids graduate !,-0.14166666666666666,care,Communication_Factors
MindChamps PreSchool @ Holland Village,This branch is great. They have a very hands on and communicative principal. This photo is from an off site family day full of activities,0.45,branch,Facility_Factors
MindChamps PreSchool @ Holland Village,A very good pre-school. We have tried at least 3 preschools beforehand and believe this is the best. Thanks very much to the exceptional teachers and staff here. 👍 ,0.4561111111111111,pre,Educational_Factors
MindChamps PreSchool @ Holland Village,Awesome activities organised by Mindchamps HV for bonding session within the family.,1.0,activity,Educational_Factors
MindChamps PreSchool @ Holland Village,kind teachers and nice environment! Highly recommend this school!,0.5166666666666667,kind,Safety_and_Health_Factors
MindChamps PreSchool @ Holland Village,best mind champion preschool In Holland Village. Highly recommended,0.58,mind,Staff_and_Management_Factors
MindChamps Chinese PreSchool @ Thomson,"Kids learn faster than adults and, being 50% Chinese, I believe it is essential that our children be exposed to the Chinese culture and language early on. This will enable them to tap into the advantages of being proficient in one of the most widely spoken languages in the world today. We were concerned initially whether our child would feel overwhelmed being thrown into a new environment with a new language. However, young children adapt quickly and before we knew it, he started acquiring new vocabulary and was responsive when I communicated with him in Mandarin. Since he started attending school at MindChamps Chinese PreSchool @ Thomson, he learned many words, both in Mandarin and English. He can converse with a basic level of understanding and enjoys the songs and stories in both languages. I'm very much satisfied with the learning we got from MindChamps.",0.13778966131907308,language,Educational_Factors
MindChamps PreSchool @ Punggol,"""Thank you so much for the classroom experience! Words cannot express our appreciation for the dedication, effort and love that 娜娜老师, Ms Lara, Ms Catherine, Mr Calvin and Mr Jerome have for the champs. We are touched by the effort that goes into preparing the curriculum and making it interesting and engaging for the champs. ❤️",0.4125,effort,Educational_Factors
MindChamps PreSchool @ Punggol,"I had a wonderful time on our first field trip to Chinatown with my son. He was so excited that I could join him. I look forward to many more trips like this in the future. It would be fantastic if both the kids and parents could all leave Chinatown together, making the event even more memorable.",0.44722222222222224,trip,Facility_Factors
MindChamps PreSchool @ Punggol,"Hereby to send my heartfelt gratitude to MindChamps Team of inspiring teachers at Punggol Northshore, your dedication to nurturing young minds is truly commendable. Thank you for your unwavering commitment to excellence in education. - Zayden K2R Parents 2023",0.19999999999999998,gratitude,Communication_Factors
MindChamps PreSchool @ Punggol,"Wanna say a Big Thank You to everyone in Mindchamps Punggol for putting up a world class musical production for this yr K2 graduation. It's a wonderful experience and good exposure for my girl for her graduation concert. Watching her performed confidently on the stage give us so much joy. It's a perfect ""finale"" for her life in preschool and looking forward to Pri phase. My girl joined MC since N2 and she always enjoyed her school. Never I had a problem sending her to class. She has grown to be a confident and well-mannered Champ. We wanna thank all the teachers, helper teachers, staffs who has poured their lives to make her Preschool journey a fruitful and joyous one. Special mention to Yang Laoshi, Mr Tze, Ms Katherine, Mr Jerome, Mr Kelvin who make learning so fun and meaningful. Thanks to Ms Veron, Chai Laoshi, Ms Huiyi for taking care and creating a welcoming and positive environment in MC Punggol. All of you are the Mighty Champs too!!! Thank You MindChamps!",0.5040652056277056,thank,Communication_Factors
MindChamps PreSchool @ Punggol,"Dear 曲老师, Ms. Jodee, Mr. Jerome, Ms Katherine, Mr Calvin and all the teachers at MindChamps Pre-school, I would like to take a moment to express my heartfelt gratitude for your unwavering dedication and guidance in shaping my daughter Alyvia's educational journey. Your commitment to her growth and development has been truly remarkable, and I am incredibly thankful for the positive impact you've had on her life. Your exceptional teaching skills, patience, and support have played a crucial role in Alyvia's daily progress. Every day, I can witness her becoming a better person under your guidance, and it brings me immense joy to see her flourish academically and personally. Thank you for being not just educators, but mentors and role models to Alyvia. Your hard work and genuine care have made a significant difference, and I am grateful beyond words for the positive environment you've created at MindChamps. Happy Teacher's Day!!!! 🎉😃",0.3474747474747475,guidance,Educational_Factors
MindChamps PreSchool @ Punggol,"Very friendly, responsible and professional teaching staff! I trust both of my kids with the school. The location is accessible via shuttle bus, bus and LRT. It's by the sea so has nice views and outdoor play area too.",0.35750000000000004,bus,Facility_Factors
MindChamps PreSchool @ Punggol,Fantastic event and very warm heartening to watch all the kids performing in their most natural ways :),0.45600000000000007,event,Facility_Factors
MindChamps PreSchool @ Punggol,"I was amazed by the Centre Tour @ Mindchamps MCC. The reception was welcoming coupled with the admin staff' friendly and affable attitude. The Principal was knowledgeable, showing intelligence and strong depth of understanding in children's cognitive development in their formative years.",0.5361111111111111,reception,Facility_Factors
MindChamps PreSchool @ Punggol,Love “a million dreams” outstanding performance! Appreciate the teacher and staff million effort!,0.640625,dream,Communication_Factors
MindChamps PreSchool @ Punggol,Massive campus with big classrooms to facilitate learning. Huge outdoor playground and surrounded by the shoreline and greenery that makes learning a lot more engaging.,0.26000000000000006,campus,Facility_Factors
MindChamps PreSchool @ Punggol,Highly rated center where teachers go over and beyond and kids benefit from the nurturing culture. The champs grow up to be confident and vocal with a never-give-up mindset.,0.18666666666666668,center,Facility_Factors
MindChamps PreSchool @ Punggol,"A Great workshop that allowed me to learn more creative ways to teach my child, and for my child to build more interest in storytelling. A different way of learning through storytelling as well.",0.45999999999999996,way,Educational_Factors
MindChamps PreSchool @ Punggol,A frustrating ordeal for me to simply have my deposit balance refunded after my son’s withdrawal on 31 Dec 2022. Admin keeps on saying will call us back but no one called and no update. Had to call HQ and again told me to wait for another 7 days. I’ve had my share of ups and downs with this preschool.,-0.13333333333333333,ordeal,Safety_and_Health_Factors
MindChamps PreSchool @ Raffles Town Club,Thank you to the management and teachers. My kid had a wonderful time.,1.0,management,Educational_Factors
MindChamps PreSchool @ Raffles Town Club,It’s a lovely learning joinery with MindChamps,0.5,joinery,Facility_Factors
MindChamps PreSchool @ Toa Payoh,"Attended my girl K2 graduation and I have to see it was the best ever! Many many tear jerkers moments and I actually cried so many times. I can feel the hard work put in by the teachers. It is definitely not easy! More importantly, my child enjoyed every single moment! It was indeed a proud moment for everyone! Well done mindchamps!",0.3540178571428571,moment,Communication_Factors
MindChamps PreSchool @ Toa Payoh,"I had a negative experience with MindChamps. I registered, paid a deposit, and two months' fees to secure a promotional rate during registration. I completed all required forms and waited for my daughter's class to begin in less than two months. However, about two to three weeks after registration, I received a call informing me of a fee increase. The staff told me that if I do not agree with the increment, I can choose to withdraw and they will refund fully. But this was not what I was initially told during sign-up. I'm aware that I'm not the only parent affected by this. MindChamps did not honor their promise, and the principal unashamedly mentioned a clause that is ‘allowing them to change terms and conditions without notice’, which left me stunned. Their sales tactic was to lock in a special 12-month fee promotion during the special registration period. I find MindChamps Singapore's actions disappointing and unacceptable. But anyway, thanks to their management, this turned out to be a blessing in disguise for us. I'm extremely relieved that my child is not part of this school. I personally know a few music teachers working at MC. While I understand that personal lives should generally not be intertwined with one's profession as a teacher working there, I can't help but feel a great sense of relief that my child is not being taught or cared for by certain music teachers.",0.034837092731829576,month,Communication_Factors
MindChamps PreSchool @ Toa Payoh,"Today is a great experienced as teachers invited parents to do activities with kids. This is really a great idea. Overall, this school is perfect with regards to hygiene, staff and curriculum. All the best Mindchamp TPY",0.7333333333333334,today,Facility_Factors
MindChamps PreSchool @ Toa Payoh,Best premium education for the young ones. TPY is managed under Mindchamps HQ and is a brand new facility. Our daughter loves it there,0.4121212121212121,premium,Communication_Factors
MindChamps PreSchool @ Toa Payoh,This year she is in k2 level which mean e starting of spelling and she actually enjoyed n look forward to.She can tell us that even if she can’t spell she can try to sound e first letter. Never give up easily and she really love school so much! We are really happy that she had not just grown in her learning but also in her values!,0.33564814814814814,e,Communication_Factors
MindChamps PreSchool @ Toa Payoh,"MindChamps TPY has a spacious area for the champs activities. Their indoor playground is especially loved by my child. They have structure curriculum plan for the champs, the Teachers are friendly and responsive. However there is rather high turn over rate in the Teachers and staff especially last year (2022). We hope the management can improve this area to maintain good quality of teaching.",0.44699999999999995,area,Safety_and_Health_Factors
MindChamps PreSchool @ Toa Payoh,"My son currently in Mindchamps@TPY. I visited the school twice before we decided to enroll him. The most attractive things is that the curriculum is fantastic. All staff are quite responsive, friendly and professional. The school has spacious individual classrooms, activity rooms ,music room, gourmet room etc and mindscape indoor playground.",0.3107142857142858,room,Facility_Factors
MindChamps PreSchool @ Toa Payoh,My friend's daughter love MindChamps! I can see that she really blossomed and enjoy her school as compared to her previous childcare. The premises is really nice with the MindScape which she always shares that she loves going there to learn & play.,0.33166666666666667,friend,Staff_and_Management_Factors
MindChamps PreSchool @ Toa Payoh,I see tremendous improvement in my child speech and language. No regret enrolling him to MindChamp. He enjoys going to Champ school. They have a sizeable indoor playground Mindscape which my son enjoys playing. Teachers are caring. Thumbs up for their dedication and hardwork.,0.3333333333333333,improvement,Educational_Factors
MindChamps PreSchool @ Toa Payoh,mindchamp is a very good pre sschool. nice teacher and great study environment. They previde very good quality study program. My son and my daughter all study in mindchamp and I definitely will recommend my friends mindchamp school.,0.6439999999999999,study,Educational_Factors
MindChamps PreSchool @ Toa Payoh,Good service rendered by the staff here and friendly and approachable ✨,0.5375,service,Educational_Factors
MindChamps PreSchool @ Toa Payoh,Great work. Thanks for the effort and looking after our kid.,0.5,work,Educational_Factors
MindChamps PreSchool @ Toa Payoh,Fantastico effort by Mindchamps TpY to organise such an event for our little one! Bravo!,-0.146484375,fantastico,Staff_and_Management_Factors
MindChamps PreSchool @ Toa Payoh,Family Day 2023 was very well executed and loads of fun for the whole family! We thoroughly enjoyed ourselves.,0.3125,load,Communication_Factors
MindChamps PreSchool @ Toa Payoh,Movie night was great!! The champs enjoyed it so much,0.5666666666666667,movie,Educational_Factors
MindChamps PreSchool @ Toa Payoh,"Compared to the old TPY site, the new center location is spacious and well equipment, very good natural lighting for the classrooms.",0.2292727272727273,site,Facility_Factors
MindChamps PreSchool @ Toa Payoh,"Despite the inclement weather, the teachers made the event fun! The ice cream was great!",0.6875,inclement,Staff_and_Management_Factors
MindChamps PreSchool @ Serangoon,Kaelen's beautiful artwork at Mindchamps! 😀 Love the effort that the kids and teachers put in for this art showcase! ,0.8125,artwork,Educational_Factors
MindChamps PreSchool @ Serangoon,"Dion is very happy, can meet all her friend and the lovely teachers. 🥰🥰🥰🥳🥳🥳 ",0.75,dion,Staff_and_Management_Factors
MindChamps PreSchool @ Serangoon,Nice exhibition that will showcase students artwork!,0.75,exhibition,Educational_Factors
MindChamps PreSchool @ Serangoon,We attended a series of workshops and events organised by the school and they really gave us very insightful tips on what happens in the classrooms and also tips on how to help pur kid at home. Thank you MindChamps Serangoon for all your efforts.,0.2,series,Educational_Factors
MindChamps PreSchool @ Serangoon,Great! v interactive n fun,0.65,n,Safety_and_Health_Factors
MindChamps PreSchool @ Serangoon,"A group of energetic Teachers, especially YingNa laoshi and Ms sara who are very positive and passionate towards our kids ! Thank you !",0.17933238636363635,group,Educational_Factors
MindChamps PreSchool @ Serangoon,Beautiful colours!,1.0,colour,Educational_Factors
MindChamps PreSchool @ Serangoon,"Ms Treece has been hands on at Serangoon center, despite being the Lead Principal. Ms Deanna is an excellent principal for Serangoon. Ms Susie is the rock star!",0.45,hand,Educational_Factors
