Preschool_Name,Comment,Sentiment,Noun,Word,Category
Carpe Diem @ Parkway Centre Pte Ltd,"I'm delighted to express my satisfaction with Carpe Diem,",0.7,,satisfaction,
Carpe Diem @ Parkway Centre Pte Ltd,"Shannon, impresses with her well-rounded education and leadership. In summary, my experience has been overwhelmingly positive at this childcare centre.",0.22727272727272727,,impress,
Carpe Diem @ Petir,"It is located at Blk 167 Petir Road.There is a nice children play ground beside it, also a coffee shop beside the play ground.It provides conveniency for residents around the neighbourhood. Dated : 09/06/2017 (Sunday).",0.6,,ground,
Carpe Diem Schoolhouse Pte Ltd (5 Toh Yi Drive),The murals outside this place is amazing.,0.30000000000000004,,mural,
Carpe Diem Springs Preschool,Carpe Diem Springs Preschool is a great option.,0.8,,option,Educational Management and Organization
Carpe Diem Springs Preschool,I love the 8 multiple intelligences concept and the teachers taught my children many things while adhering to this concept. The school also helps to prepare the k2 students for p1 so that the transition for the kids is as smooth as possible. Never regretted or looked back on my decision. Thank you teachers and staff of Carpe Diem Springs!,0.2333333333333333,,concept,Educational Management and Organization
Chatsworth Preschool - Piccadilly Campus,"In my plea to let my son stay on in school,",0.0,,plea,
Chatsworth Preschool - Piccadilly Campus,"While I understand speech and developmental delays that my son has,",0.0,,speech,Learning and Teaching
Chatsworth Preschool - Piccadilly Campus," Squirrels, trees, fallen leaves on the path and mystical ambience, where nature stays true to everyone, welcoming children to spend their beginnings with friends and laughters.",0.35,,tree,
Chatsworth Preschool - Piccadilly Campus, Beautiful campus set in the aerospace park. Wonderful staff and faculty. My son loves his new school!,0.6734848484848485,,campus,Educational Institutions and Facilities
Chatsworth Preschool - Piccadilly Campus, Well rounded mix of education and play; staff (not just the teachers) who genuinely seem to care for children; good mix of kids; proper English spoken : no Singlish; actual school grounds that are useable and are used; could be Singapore's last kindergarten in a countryside setting. This observation made : 2013.,0.18333333333333335,,mix,Learning and Teaching
Cherie Hearts @ Charlton Pte Ltd,"I really felt included and appreciated among friends and teachers there. The food was nicely cooked and always served on time, they also give us time for play which was very much appreciated. Helping us stay active and make friends through our play. In summary it was a really fruitful experience and journey with Cherie Hearts and would definitely recommend to all parents and future parents. Thank you 🙏,",0.15833333333333333,,friend,Educational Roles
Cherie Hearts @ Charlton Pte Ltd,"Brands the Centre director and teachers gave me regular updates and photos to assure us how they are doing and put them inside the office to ensure they are comfortable and not disturbing other kids. They do this when the boys are unwell or need calming down due to adjustment / separation issues,",0.040740740740740744,,brand,
Cherie Hearts @ Charlton Pte Ltd,Young Entrepreneur Day cum Start Small Dream Big - Charity Drive and Family Day cum Children’s Day.,-0.049999999999999996,,cum,
Cherie Hearts @ Charlton Pte Ltd,"Today, we attended the centre's 20th Anniversary & annual concert,",0.0,,today,
Cherie Hearts @ Charlton Pte Ltd,our area which she does not fit in.,-0.2,,area,Educational Resources and Materials
Cherie Hearts @ Charlton Pte Ltd,We have never felt more at ease when we dropped off our daughter every morning.,0.5,,ease,
Cherie Hearts @ Charlton Pte Ltd,Happy 20th anniversary and many more years to come.,0.45,,anniversary,
Cherie Hearts @ Charlton Pte Ltd," Hi, my son attended this childcare many years back however I remembered it vividly. I was told the incidents of HFMD was minimal however the exact month my son was there, he was down with HFMD, and on the 3rd month too. During one incident when he was down with fever, the teacher locked him up in the room on L2 till dismissal (when they should have just called us to pick him up earlier). Few months later, we observed bruise marks on his arms on a few occasions. The principal and teacher said it’s due to “play with other students”. After so many unpleasant incidents, we decided to forego the deposit and take my boy out from Cherie Hearts at Charlton. How would we even want to continue that last month (after reporting these unpleasant incidents to the principal and teacher)?",-0.054783950617283944,,incident,
Cherie Hearts @ Charlton Pte Ltd,"These kind of experiences can leave scars on children for years! In fact, they even leave psychological scars / guilt on parents - I’ll think why I gave this childcare centre so many chances? What else happened to my kid (prior to my discovery?). Could all these be avoided if only I trusted my gut feel, (as well as granny’s observation outside the centre) and take him out earlier?",0.17857142857142858,,scar,
Cherie Hearts @ Charlton Pte Ltd,Cherie Heart is certainly an important part of MK's childhood with many invaluable learning experiences.,0.45,,childhood,Students
Cherie Hearts @ Charlton Pte Ltd,Once again we are thankful for everything. We wish you health and happiness for the many years to come.,0.6,,health,
Cherie Hearts @ Charlton Pte Ltd,I have no regrets with choosing this place to be his second home.,0.025,,regret,Emotions and Values in Education
Cherie Hearts @ Charlton Pte Ltd, Today’s performance was really a success! I’ve enjoyed all the performance by the kids and was very touched by the big kids (alumni) who came back to show love & support of Cherie Hearts @ Charlton 20 years anniversary.,0.2625,,performance,Activities and Events
Cherie Hearts @ Charlton Pte Ltd,"I am also grateful that they can accommodate allergies for lunch. (During the viewing, we knew that some preschools do not offer allergy-friendly meals.) CCTV,",0.0,,allergy,
Cherie Hearts @ Charlton Pte Ltd,"Daily notification of what children learned, regular personal interviews, these are some of the things that make me feel safe.",0.125,,notification,
Cherie Hearts @ Charlton Pte Ltd,We also enjoy interactive feedback from the school via their internal platforms and the kind attention that they place on our child.,0.3333333333333333,,feedback,Communication in Education
Cherie Hearts @ Charlton Pte Ltd,"I feel like their teaching is very productive. Another thing that my son likes is their excursions, the school sometimes will bring the children on outings for trips to places, be it the farms, to memorials, firestations, etc and it is something the parents can opt to do with them as well that the kids enjoy a lot.",0.30000000000000004,,teaching,Learning and Teaching
Cherie Hearts @ Charlton Pte Ltd,"Amongst the myriad of preschools available In Singapore, my husband and I felt that we have found a gem in Cherie Hearts at Charlton. We have 2 children currently studying at this school.",0.2,,myriad,
Cherie Hearts @ Charlton Pte Ltd," I was very fortunate to spend six months here for my internship under the guidance of a very warm & encouraging group of staff members. The children were very nice and lovable as well, they were a motivation for me to continue in the industry. The partnership between the school and parents is very strong, which was one of my key take always from this internship.",0.523888888888889,,internship,
Cherie Hearts @ Charlton Pte Ltd,"aspect, physical aspect and emotional aspect, were excellent.",0.3333333333333333,,aspect,
Cherie Hearts @ Charlton Pte Ltd,"First and foremost, we love that there is a good connection between the school and the parents, taking us along the learning journey of our children. We feel at ease especially with the regular and somewhat prompt updates of their weekly activities and matters.",0.29,,connection,Learning and Teaching
Cherie Hearts @ Charlton Pte Ltd,I love that they offer enrichment classes in the school itself so my boy can attend extra classes within school without us having to ferry him to external enrichment lessons. All within the CC timing!,0.16666666666666666,,enrichment,Activities and Events
Cherie Hearts @ Charlton Pte Ltd,"Cherie Hearts Charlton has helped to allay all my fears with their timely updates. Ms Ng is more than just a Branch Director, giving us the support we needed as we prepared ourselves for our last minute decision in schooling our child. She is approachable and always patient in answering my queries.",0.25,,fear,Learning and Teaching
Cherie Hearts @ Charlton Pte Ltd,"Surin Park outings, learning excursions etc)",0.0,,outing,Activities and Events
Cherie Hearts @ Charlton Pte Ltd,The missing 1.0 point is for the following improvement : (1),-0.31666666666666665,,point,
Cherie Hearts @ Charlton Pte Ltd," My parents enrolled me into Cherie Hearts @Charlton when I was 2 years old. I was with them all the way until when I went into P1. All the teachers there were very friendly and taught me lots of interesting stuff, like drawing, simple mathematics, etc. I remembered there was even a once-a-week water play, where we mass around with water and throw water bombs around. Can't remember what's it called. But that was fun! I remember there was even an overseas trip together with the teachers to JB where we spent one night at LegoLand. That was a very memorable trip for me. I was there for 5 years and I truly enjoyed my time there. I have to thank my parents for making the right choice to enrol me into Cherie Hearts@Charlton.",0.31091269841269836,,water,Food in Education
Cherie Hearts @ Charlton Pte Ltd," I like to give a shout out (in appreciation) to Ms Ng , all Teachers and staff at CH@charlton. My older daughter (who is currently in P1 now) joined them mid-way in K1 from another “premium” preschool. At that time, her literacy and reading skills in both languages were poor. With help from the Teachers and their reading program, she made tremendous improvements by term 3 in K2. She even knows hanyu pinyin better than me! Now that she’s in P1, she has no issues in reading, spelling or 听写 because CH@charlton has prepared her well. CH@charlton also has fun activities like messy day (water play)",0.11785714285714285,,reading,Learning and Teaching
Cherie Hearts @ Charlton Pte Ltd,and is reaping the same benefits. I am so glad I’ve made the switch for them.,0.25,,benefit,
Cherie Hearts @ Charlton Pte Ltd,improve the delivery of the lessons during this trying time.,0.0,,delivery,
Cherie Hearts @ Charlton Pte Ltd,"A collective team of teachers and principal that works well hand in hand. The staff knows the students from various classes , as much as the children know the different staff from various levels. I highly recommend this school.",0.072,,hand,
Cherie Hearts @ Charlton Pte Ltd, I had a great practicum experience in this centre as the teachers and staff were nice and patient. They gave good and effective advice for classroom management. There were many things to learn from them regarding the teaching strategies and classroom management skills.,0.6399999999999999,,classroom,Educational Institutions and Facilities
Cherie Hearts @ Charlton Pte Ltd, Very responsible and responsive school. Addresses the concerns directly and not beat around the bush or brushing away the concern.,0.18,,concern,
Cherie Hearts @ Charlton Pte Ltd,Interactions with staffs of different levels have shown a consistent level of genuine care and concern towards the children.,0.21666666666666667,,level,
Cherie Hearts @ Charlton Pte Ltd," During the practicum period of four months ,I learnt alot . The management ,staff everyone nice to me . Treat me like one of them. Envirnoment is very nice",0.69,,practicum,Learning and Teaching
Cherie Hearts @ Charlton Pte Ltd,"I have printed screen shots of your comment in this review, implying my kids to be “Selfish, self centered & inconsiderate”.",-0.5,,screen,
Cherie Hearts @ Charlton Pte Ltd,"To many out there, this lady,",0.5,,lady,Educational Roles
Cherie Hearts @ Charlton Pte Ltd,"Also in the video, you will be able to observe her making statements to the teachers while walking away. She didn’t observe her path and obstacles and that led to her falling down like a log & sustained abrasion on her knee as reflected in her previous Fb posting.",0.031944444444444435,,video,Educational Resources and Materials
Cherie Hearts @ Charlton Pte Ltd,"In a nut shell, everything didn’t fall in place for her that morning & she blamed the school for everything. What kind of human is this.. the more I see her comments implying my kids to be a potential delinquent, the angrier I get! I am seriously looking into pursue legal action on her. I bet this is a very STOMP worthy video too.",0.17777777777777778,,nut,
Cherie Hearts @ Charlton Pte Ltd,"learn through play and experiencing a wide range of artistic, cultural, educational, social and physical activities.",0.10277777777777776,,play,Activities and Events
Cherie Hearts @ Charlton Pte Ltd, Kudos for arranging the 2 days 1 night camp and night cycling! It’s really amazing effort from Cheriehearts to make this happen! Such a great experience for the children! Thank you!,0.5833333333333334,,night,Time in Education
Cherie Hearts @ Charlton Pte Ltd," The playgroup kids were adorable,",0.5,,playgroup,Activities and Events
ChildFirst @ Mountbatten,"Their curriculum is very well structured and systematic, their language immersion (the children HAVE TO communicate in one language (Eng/Chinese) only) for half a day each language, really helped my children gain confidence in speaking in Chinese. Early exposure to robotics and computer lessons also equipped them well.",0.05555555555555556,,language,Communication in Education
ChildFirst @ Mountbatten,Rayden and prepared him well for his life journey ahead! God Bless!,0.0,,life,
Childfirst@Dunearn Pte Ltd," contagious illnesses like hfmd are contained within the class, instd of rapid spread throughout the whole ctr. During the covid years, the sch also managed to control as well as they could. To my personal knowledge, our cases are really much lesser than the ones I heard from my friends. So rest assured the staff in the sch are really vigilant. Also thankful most parents are cooperative & responsible too.",0.18333333333333335,,sch,
Childfirst@Dunearn Pte Ltd,and welcoming.,0.0,,welcoming,
Childfirst@Tampines Pte Ltd,"Spacious, tidy and clean child care facility. The speech and drama room is big with plenty of role play activities for the kids. They also provide coding lessons for N2 to K2. Daily half day Chinese immersion program will helps the kid to have plenty of chances to interact and practice Mandarin. Didn’t give a five as there’s no outdoor activities, all indoor based.",0.13333333333333333,,plenty,
ChildrenÂs Cove Preschool Pte Ltd (Novena), Passionate bunch of teachers. My 2 boys thoroughly enjoy school.,0.17500000000000002,,bunch,Learning and Teaching
Childrenâs Cove Preschool - Orange Grove,"I visited quite a number of childcare centres two years ago, but I'm soooo glad I picked Children's Cove. A big shoutout to Ms. Sherlin,",0.25,,number,Educational Resources and Materials
Childrenâs Cove Preschool - Orange Grove,"Ms. Malar, and Xiao Laoshi for looking after Willow so well.",0.0,,willow,
Childrenâs Cove Preschool - Orange Grove, Just want to get the record straight based on the negative and most likely unjustified and fake comment posted prior. This is an amazing Kinder/Day care with very professional and attentive staff really caring for the kids. My eldest spent 4 years there and my youngest is still enjoying his time at Children's cove so don't make an opinion on one negative comment. Go and visit the place and see by yourself the professionalism and level of attention Children's cove will give to your kids.,0.10230769230769231,,comment,Communication in Education
Children's Cove Preschool - Sembawang,The student-teacher ratio is the lowest with a ratio of 6 to 1 for playgroup.,0.0,,ratio,Educational Resources and Materials
Children's Cove Preschool - Sembawang,"Being new means that all the facilities are clean and in good conditions, all the classrooms and common areas are nicely decorated with warmly theme and child appropriate educational toys.",0.3566287878787879,,mean,
Children's Cove Preschool - Sembawang,At the other end of the school is a door which directly opens and leads to the building’s playground.,-0.012499999999999997,,end,
Children's Cove Preschool - Sembawang,This group of teachers is a gem to cherish.,0.0,,group,Educational Management and Organization
Clementi Woods Kindergarten," Great neighborhood kindergarten, my son spent ~2 years here and he loved it",0.4666666666666666,,neighborhood,Educational Institutions and Facilities
Creative Thinkers Preschool Pte Ltd,R is also educated and has better manners from attending. R looks forward to going to daycare there and is always left in high spirits. R's clothes used to always come back stained at the daycare we attended overseas but at Creative Thinkers R is always kept clean. We love the CTP family!,0.3073809523809524,,r,
Crestar Learning Centre @ Woodlands Civic Centre,"This is run by the same company as Kinderland, the infamous childcare centre that abuses kids! Google it for yourself!",-0.390625,,company,Activities and Events
Da Little Preschool in Tamarind," The teachers here are all very warm and friendly, when I ask questions they answer with reasons for me to understand. The are many toys and gadgets to allow your child to learn in a fun way, some of the toys are creatively made from recyclable materials. This shows how qualified they are for the job. Highly recommend,",0.43583333333333335,,toy,
Eager Kids Montessori,We wish all of you a great success in all your future endeavours and also inspire and train many children.,0.4,,success,Educational Management and Organization
Eager Kids Montessori,"Thank you... Tejaswini,",0.0,,tejaswini,
E-Bridge Pre-School 670 Edgefield Plains,"There are many mosquitoes in the weeds in front of the school. I get bitten every day. The wounds are red, swollen, hard and itchy, and it takes more than a week to heal. There are also many wild dogs gathered under the bridge leading to the bus station outside. They will attack people and bark very loudly, which is very scary. Wild dogs appear at playgrounds and school gates every day, making it very dangerous to pick up and drop off children‼ ️Today I also saw a child being chased by a wild dog. It’s very dangerous⚠️Children in kindergartens will also encounter wild dogs when playing outdoors at school. I don’t know how the school handles it. What if the wild dogs hurt the teachers or children? Why can't it be improved after so long? ? ?",0.034895833333333334,,dog,
E-Bridge Pre-School Pte Ltd (140 Corporation Drive),"Taman Jurong. From the looks of the learning and activity space it has,",0.0,,look,
E-Bridge Pre-School Pte Ltd (140 Corporation Drive)," A premier early childhood centre located in Taman Jurong, 140 Corporation Dr,",0.1,,premier,
E-Bridge Pre-School Pte Ltd (Bukit Panjang Plaza),I like the idea of the new one but I have to say that we will be having an interview,0.13636363636363635,,idea,Educational Management and Organization
ELFA Preschool @ Hougang," It was a wonderful concert! I enjoyed a lot throughout the whole concert. I got emotional (because it's my son's last concert in ELFA Hougang) , smile, laugh and greatful. My son used to be introvert and not a good talker. To my surprise, not only he say his speech with confidence and he's not afraid to be on stage! He dance with the rhythm and focus in the role play as cao chao. I can see all the children having great time to perform the items they had learn for long time and to show them to their family members. I can see teachers had put in lots of effort, love to prepare the children and then shine on stage. Thank you teachers and principal for looking after my son also to support him in the area he is weak at. A big thumb up for the concert! Thank you ELFA Hougang,",0.21333333333333335,,concert,Activities and Events
ELFA Preschool @ Hougang,you all rocks!,0.0,,rock,
ELFA Preschool @ Hougang," Well planned in content, including Chinese drama (from San guo Yan yi)",0.0,,content,Learning and Teaching
ELFA Preschool @ Hougang, English drama instilling positive values in the children through acting and speaking. It is the best preschool concert I've seen so far.,0.2654545454545455,,drama,Educational Management and Organization
ELFA Preschool @ Hougang, Thank you for the great Organisation of this sports fiesta! It was a great experience to see what our kids are capable of and we had a blast!,0.6833333333333332,,sport,
ELFA Preschool @ Hougang,ELFA’s curriculum gave my child a strong foundation in Chinese and it will help his smooth transition to the local primary school. I would recommend ELFA to everyone with little ones.,0.17430555555555557,,elfa,
Eshkol Valley @ Sengkang Pearl Pte Ltd,"My spouse and I seen how our daughter grew to become so independent and the things she learnt there are really broad and sometime in our opinion deep for her age, example identifying all the planets and remembers them, saying all the shapes include ‘rhombus shape’. etc. We too have our son joined the sister and seen him grew in fast pace especially in speech.",0.052500000000000005,,shape,
Eshkol Valley @ Sengkang Pearl Pte Ltd,I saw progress of my daughter really improve in making initiative to speak in mandarin and identifying mandarin words.,0.2,,mandarin,Educational Resources and Materials
Eshkol Valley @ Sengkang Pearl Pte Ltd," Says alot when my son looks forward to school everyday. My two kids went to different preschools and in comparison, i find here to be the better learning environment by a mile and the curiculum more engaging. Teachers are very caring as well. Would definitely give Eshkol Valley Preschool two thumbs-up.",0.2,,alot,
Eshkol Valley @ Sengkang Pearl Pte Ltd,"But as if guided by divine direction, we stumbled upon the “land flowing with milk and honey”, or Eshkol Valley in the bible (confessedly,",0.0,,direction,
Eshkol Valley @ Sengkang Pearl Pte Ltd,"I missed that in my own bible studies..). I must say that the first tour-around experience was the best, not becoz of over-promising or any dazzling opulence to the exterior, but the sincerity, warmth and now well behaved the kids were! Definitely sending!",0.5575,,study,Learning and Teaching
Eshkol Valley @ Sengkang Pearl Pte Ltd,"On top of that, she has gained confidence from being a quiet and shy little one to quite a “performer” and story teller!",-0.05859375,,confidence,Emotions and Values in Education
Eshkol Valley @ Sengkang Pearl Pte Ltd,Values impartation is the next most imp thing that EV has gifted,0.3333333333333333,,value,
EtonHouse Bilingual Pre-School Pte Ltd,Good looking building. It is bery near to FairpriceXpress and 7-11,0.39999999999999997,,building,Educational Institutions and Facilities
EtonHouse Pre-School Pte Ltd (Newton), Went on a merry-go-round yesterday in the estate. Intended to go Eton Preschool but this navi app sent me ti Gilstead road. Luckily the school is along the main road and I self navi my way out.,0.25,,road,Educational Management and Organization
EtonHouse Pre-School Pte Ltd (Newton)," I went to eton back in 2005, it's home to my warmest memories. the teachers were wonderful and kind",0.5333333333333333,,eton,
EtonHouse Pre-School Pte Ltd (Vanda),"My biggest gripe is with the diet. Children were often fed empty carbs such as mantou with no filling, or suspiciously green pandan bao. Refined, processed sugar too, such as Milo. The meals are not prepared in school but in a central kitchen, transported to Vanda and reheated.",-0.06000000000000001,,gripe,
EtonHouse Pre-School Pte Ltd (Vanda),"Etonhouse prides itself on its mandarin program, but in my opinion it is no use to teach children tang poems and SanZiJing when they have no idea what they are reciting or even just the context within which these poems were written. During our time with Etonhouse there was a high turnover of Chinese teachers — 3 in a year.",0.08,,poem,
First Steps Preschool @ Depot Road,"The meals were well planned, balanced and nutritious, with my children telling me their favourite meals and even sometimes asked for second servings.",0.0,,meal,Food in Education
First Steps Preschool @ Depot Road,"Academics wise, the school prepared them well for Primary 1.",0.55,,academic,Educational Management and Organization
First Steps Preschool @ Depot Road,Our journey continues with them for the next few years and I really praise the lord for blessing us with such an awesome team of teachers from school.,0.2,,journey,
First Steps Preschool @ East Coast,? I think she purposely ignored us. Very bad working attitude.,-0.9099999999999998,,working,Learning and Teaching
First Steps Preschool @ MacPherson,"Communication is poor as well. Most notable example, they boasted about a merger coming along, held a town hall and everything sounded exciting. Made parents go through revised administration processes and then out of nowhere said merger failed thereafter, way past the expected merger date. No accountability of how it would affect school and students.",0.00714285714285713,,merger,
First Steps Preschool @ MacPherson, My granddaughter is in First Steps Preschool @ Macpherson. She is happy going to school. I can tell that her teachers love her.,0.5166666666666667,,granddaughter,Activities and Events
First Steps Preschool @ Sengkang," Very good condition,",0.9099999999999999,,condition,Educational Management and Organization
First Steps Preschool @ Yishun,"We recently shifted and saw the contrast between our current school and first steps. The main teachers here are generally kind and nurturing. We're utterly grateful to the P,",0.16944444444444443,,contrast,
First Steps Preschool @ Yishun, This is due to the major lack of communication from the k2 teacher and not updating the parent based on my personal experience.,-0.020833333333333332,,lack,Educational Management and Organization
First Steps Preschool @ Yishun,"Plus, other than the ECDA subsidy, they are offering me additional $100 off this month. Really worth the money!",0.125,,subsidy,
Foo Hai Aspiration Child Care Centre @ Tampines,Appreciate teachers' guidance and caring for the kids.,0.0,,appreciate,
Global Tots @ Eastgate Pte Ltd,They have gym class every week in the gym room which my kid loves most too!,0.625,,gym,Educational Management and Organization
Global Tots @ Eastgate Pte Ltd,Principal Ma Tracy and all teachers know her well and take very good care of her. She receives a warm welcoming every morning no matter she is in good mood or bad mood. Very glad that i found such a good school.,0.40857142857142864,,mood,Activities and Events
Global Tots @ Eastgate Pte Ltd,"Yanice, manager Lynda, principal Tracy and the staff are an outstanding team that we truly appreciate they've been so forthcoming with feedback. They're very encouraging of babies' love for books, infant activities and and understand their students very well. Our girl loves the time spent at school, she's super happy to go there every morning! We enjoy seeing her grow up so nicely in a clean and healthy environment, with yummy food everyday. Highly recommend the Infant Care of Global Tots EastGate!",0.2969230769230769,,manager,Educational Roles
Global Tots @ Eastgate Pte Ltd,Globaltots has been a good choice.,0.7,,globaltot,
Global Tots @ Eastgate Pte Ltd,I have given the ratings based on the following (my personal criteria):,0.0,,rating,
Global Tots @ Eastgate Pte Ltd,•	Our perceived suitability of programme and curriculum (and facilities) for our children (for Infant Care & Pre-School),0.0,,suitability,
Global Tots @ Eastgate Pte Ltd,•	The convenience (i.e.: car parking and also the amenities nearby the centre),0.0,,convenience,
Global Tots @ Eastgate Pte Ltd,•	The food (and hygiene) served to the children,0.0,,food,Food in Education
Glory Joy Child Development Centre,"caring and patient. The food prepared by the Aunty is nice also. The environment is clean. Recommended child care centre,",0.48333333333333334,,patient,Emotions and Values in Education
Grace Child Development Centre,"Arbitrary rules for mask: Even after there being no mask mandates by govt, the school force us to wear mask when we went to visit. (While Principal and some teachers were not wearing)",-0.1,,mask,
Greenery Childcare Centre,"Excellent Teachers & principal are very kind, friendly, patient and fun which makes children love going school. They are also attentive like food allergy, oral medication and skin medication.",0.5591666666666667,,medication,
Greenery Childcare Centre,"Arts, music were taught too. A preschool that teaches values to children. :)",0.5,,art,
Greenland Childcare @ Fernvale Pte Ltd,"At the beginning,",0.0,,beginning,Educational Management and Organization
Greenland Childcare @ Fernvale Pte Ltd,"I was worried about his speaking and social skills, but few months later he just improved dramatically and in latest PTC, teachers even mentioned he sometimes talked too much to his friends..opps..haha.",0.10666666666666666,,speaking,
Greenland Childcare @ Fernvale Pte Ltd,"Beside, they organising and engaging events to involve parents in my son preschool journey, they leave no stone unturned in ensuring a holistic education for every child.",0.4,,event,Activities and Events
Greenland Childcare @ Fernvale Pte Ltd,"Nevertheless, thankful to Ms Corinne who gave me courage and trust during the registration back in year 2019, and the center principal Ms Puva.",-0.05,,courage,
Greenland Childcare @ Fernvale Pte Ltd,Ask any of her classmates and I'm confident that they have their own testimonials of their child's breakthrus too!,0.625,,classmate,
Greenland Childcare @ Fernvale Pte Ltd,"only like to ""wayang"" in front of parents. My daughter keep crying don't want to go school and say the teachers beat her. 3yo kid won't lie,",-0.1,,wayang,
Greenland Childcare @ Fernvale Pte Ltd,"My advice, please do not consider this centre! Myfirstskool or Sparkletots will be much better than you thought.",0.5,,advice,
Greenland Childcare @ Fernvale Pte Ltd,"Friendly teather,",0.375,,teather,
Greenland Childcare @ Sumang Walk Pte Ltd,"During school holidays, they even have theme event for learning, field trip learning, phonics rocketeer holiday workshop etc. comparing to other childcare centre i heard (even from the teacher) they did not have such arrangements and said that's too troublesome. So i asked them what they usually do during holidays? They said just go school eat nap and play toys. I couldn't imagine that.",-0.125,,holiday,Educational Management and Organization
Greenland Childcare @ Sumang Walk Pte Ltd,"Recently MK open for registration for my youngest one. But i do not wish her to leave and change a new environment. Because she is so happy with the friends and teachers there in Greenland. I'm glad my elder graduated from Greenland. She became cheerful, smart, caring, helpful.",0.3417748917748918,,registration,Educational Management and Organization
Greenland Childcare @ Sumang Walk Pte Ltd,Greenland Sumang walk combined with Punggol drive branch. I was surprised! Both the kids from Sumang walk and Punggol drive can do very well speech and best performance i ever seen. Really a big surprise to all parents. We watch them growing well under Greenland's care. Is the best choices I've made.,0.465,,drive,
Greenland Childcare @ Sumang Walk Pte Ltd,"BE WARNED,",0.0,,warned,
Greenland Childcare @ Sumang Walk Pte Ltd,"During their open house, we were promised that our kid could start playgroup with them in November 2023. We believed them and enrolled with deposit. We waited for few weeks, during which even rejected school nearer to our place.",-0.1,,house,Educational Institutions and Facilities
GUG Preschool @ Thomson,"Darrel is able to read well, has an inquisitive mind and is a confident communicator. He is also taught to respect and be kind to others. I am happy with his development. I see consistency in the high quality of the school experience as observed in the positive behavioural traits and academic achievement in all my four children.",0.39818181818181825,,mind,
GUG Preschool @ Thomson,"As our younger daughter graduates from GUG at the end of this year and transitions into P1, we are assured that she, too, will be able to cope with the academic transition and continue to display the positive social and moral values that the teachers at GUG Thomson have instilled in her. :D,",0.2515151515151515,,transition,Educational Management and Organization
GUG Preschool @ Thomson,"Teacher/pupil ratio, safety, security but MOST IMPORTANTLY in the ""human touch"" required for the very young. My son excelled in reading, writing, self-confidence, socializing, teamwork, self management, communication, etc. since he joined early this year (sweet surprise when he wrote several instructional booklets). Yes every child is different, and I'm happy to say that GuG's staff had a positive impact on my boy. Do come and make-up your own mind, as i'm 100% satisfied ;-)",0.29671328671328673,,self,Educational Resources and Materials
GUG Preschool @ Thomson,"Matthias, first attended the GUG weekend program since he was 18 months old. He enjoyed the lessons and had fond memories of the teachers who taught him.",0.2833333333333333,,weekend,Time in Education
GUG Preschool @ Thomson,"English creative writing,",0.25,,writing,Learning and Teaching
House on The Hill Mount Sophia - Montessori Pre-School,"The genuine smiles from the teachers greeting the children each morning are heartwarming. Particularly,",0.2833333333333333,,smile,
House on The Hill Mount Sophia - Montessori Pre-School,"YiYi naturally ran to Ms. Katrina, showing a strong bond they had formed. As parents, we are thrilled to see our child grow in an environment filled with care and following the Montessori philosophy.",0.30666666666666664,,bond,Educational Management and Organization
House on The Hill Mount Sophia - Montessori Pre-School,Great attention to detail in every aspect from curriculum to food served and each room of the entire building.,0.4,,attention,
House on The Hill Mount Sophia - Montessori Pre-School," Very poor experience in terms of interview processes. I was ghosted and received no updates from the school after 2 interviews, which is really unprofessional. The interviewers in the second interview also appeared judgemental during the interview. I wouldn't recommend people who have family commitments to apply for a job at this school. It probably won't be suitable for you. I've since received and accepted a more lucrative offer and felt I should post this up in case others waste the time I did. Oh, and they also photocopied my IC and documents and I hope that the school has discarded my information in accordance to the PDPA policy, since I was not hired. Wouldn't recommend this school.",0.08833333333333333,,interview,
House on The Hill Mount Sophia - Montessori Pre-School," Nurturing mentors,",0.0,,mentor,Educational Roles
Joyous Learning,Materials are interesting and organised.,0.5,,material,Educational Resources and Materials
Joyous Learning,"Although the GEP questions were tough, the teachers explained answers to us clearly, and are truly very knowledgeable.",-0.029629629629629617,,question,Communication in Education
Joyous Learning,I would recommend Joyous Learning if you are interested in math.,0.25,,math,Educational Management and Organization
Joyous Learning,She learnt tips and tricks to calculate faster and enjoyed the sessions too.,0.5,,tip,Educational Management and Organization
Joyous Learning,"English and Science in the PSLE. Because of Joyous Learning,",0.0,,psle,
Joyous Learning,I can get into my dream secondary school. Thank you Joyous Learning. :),0.1,,dream,Learning and Teaching
Joyous Learning, My P4 girl had a awesome time attending the 3 days e-book story writing workshop recently. She enjoyed learning story planning & Web-publishing of the story she has written! The teachers & staff are friendly & very helpful. She made some new friends & told me she's looking forward to another workshop during the next school holidays!,0.33376623376623377,,story,
Joyous Learning," My Son is attending The Thinking Writer course and his compos are getting better and better every day,",0.5,,course,Learning and Teaching
Joyous Learning,"Vijay attended Chess Workshop for intermediate players and he loved it! At the same time we found that the center offers various subjects like English,",0.14583333333333334,,player,
Joyous Learning,"For example,",0.0,,example,Educational Management and Organization
Joyous Learning,Ms Ong helps him understand where the potential errors are and how he can better improve the overall writing structure. It really does help create an optimal environment which improves his confidence in this subject.,0.10666666666666666,,error,
Joyous Learning,and guidance. I think you explain very clearly the concepts and application Questions.The questions set also help to extend his learning further. Once again thank you And kudos to you!,0.06500000000000002,,guidance,
Joyous Learning,I ate their biscuits and I am not in hospital or on top of my toilet bowl),0.23333333333333334,,biscuit,
