Comment,Sentiment,Topic_Number,Word,Preschool_Name
"Both my kids have been attending this centre, and I'm glad that this is like a second home to them. They love going to school to meet their friends, and always have positive things to say about school. Teachers work closely with parents and have created a safe and cosy environment for the kids to explore in. Teacher Liyana has been the teacher for both my kids and she is great at engaging them and truly cares for them!",0.4324675324675325,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
"My boy, current K1 student at Pat's Schoolhouse @ Gentle Road looks forward to go to school everyday. The teachers and staff are very dedicated, experienced and patient. The school curriculum is also well designed and engaging for e.g. field trips are included and the recent one was the kids went to the Traditional Arts Centre to learn about Chinese Opera and gets to try on costumes and props. My boy shared that he enjoyed it and even tried to do a bit of chinese opera at home. I would highly recommend Pat's schoolhouse @ gentle road to all parents. The kids will be happy and in very safe hands to learn and enjoy.",0.256875,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
"My daughter started attending toddler class in January this year. She’s extremely afraid of strangers but the teachers’ patience and dedication has helped her adapt to school slowly but surely. They took onboard my suggestions and did their best to help her in school. I must commend her teachers, Miss Hui Zhen and Wang laoshi as well as Miss Wendy for really taking care of the little ones.",0.10208333333333335,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
"My toddler started his preschool journey here and he has adjusted well to enjoy school. Thankful to all teachers, staff and ms Pavai for making him feel safe and comfortable so he can have fun and learn",0.4,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
I have placed my two children here for their preschool years. The curriculum is engaging and the teaching staff are very dedicated. Teacher Florence and Teacher Siti are my children’s favourites. Principal Pravai manages the school well.,0.30000000000000004,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
"My daughter started at Pat’s last year. Her teachers have been great; not only have they made her a more confident young lady, but they also keep us updated on her development and daily happenings.",0.27142857142857146,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
"My son truly enjoys his everyday at PATS. The teachers are very experienced, patient and friendly. The curriculum is well designed. Highly recommended!",0.34375,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
I was a bit hesitant to join a “newer” Pats Sch because I didn’t have much feedback to fall back on. But happy to report that I now have two kiddos who are part of the school and they are loving it.,0.4,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
appreciate the teachers and staff for taking the time to understand my child's needs and helping him on his developmental journey,0.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
Dedicated teachers. my children enjoy school very much,0.33,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
Amazing educators who love children.,0.55,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
Teachers are dedicated and caring!,0.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
"Very good teachers!""",1.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Gentle Road)
"""Hi I'm Iris and I went to this school since I was N1 I don't know whether some of the teachers still know me. I'm 11 now and hope to go back there and visit someday.....""",0.0,Topic 1,"['school', 'child', 'time', 'teacher', 'centre', 'day', 'parent', 'son', 'month', 'kid', 'bad', 'baby', 'principal', 'cry', 'send', 'like', 'know', 'money', 'enrol', 'feel']",The Schoolhouse by Busy Bees (Dover)
"""During our relocation to Singapore, one of the most important things for us to get settled was choosing the most ideal school for our then 2.5-year-old daughter. My husband and I did countless hours of research, and I personally visited 13 different schools, and sat down with 13 different principals to understand the learning tools/ structure, and core values of each school. It wasn't until I met Natalie from Pat's Buckley that my husband and I both knew we had found the right school. Natalie was professional, personable, caring, welcoming, and very engaging.  We were also very pleased with the tour provided by Miss Gen at the time. I'm especially pleased that both Natalie and Miss Gen are receptive to parental feedback. It's so easy to see that they are dedicated in the improvement of the school's learning environment. My child’s transition to a new school in a new country was made easier under the guidance of her teachers miss Jae and Liu Laoshi. She participated in a variety of activities and events and enjoyed both her teachers and classmates. Liu Laoshi has a vibrant personality, always smiling and ready to assist.  Miss Jae is extremely caring, kind, and helpful. She is also genuinely concerned about my child’s well-being in school and always takes her time to keep me updated whenever I see her during school pick up and drop off.  My child continued to grow over the years under the patient care and guidance of Miss Jae, Miss Kristie, Guo Laoshi, and Xu Laoshi. It's especially heartwarming to see my child constantly singing and dancing to the songs that she's learnt at school from her music lessons with Miss Eunice. Fast forward a few years, my older child has graduated, and my younger child is now also attending Pat’s and loving school under the care of her teachers Miss Tina and Sun Laoshi. Every day my child is always happy to go to school and full of smiles when I pick her up. As a parent, I feel extremely grateful to be part of an institution where the leadership team and the teachers focus on the well-rounded development of a child. The current Principal Miss Gen’s warm and compassionate demeanor radiates throughout the entire school, creating an environment of kindness and respect. The teachers are equally amazing. They are passionate about teaching and care deeply about the well-being and development of every child. Their creativity and enthusiasm shine through in every activity and lesson. They have a genuine love for their students, and it shows in the way they interact with them. My family loves seeing the high level of care from the teachers, and we are grateful for the new and close friendships we've also created with some of the parents. I cannot thank the staff at Pat’s Schoolhouse Buckley enough for the incredible care, love, and education they have provided for my two kids.  Not only have they learned academic skills, but they have also developed social and emotional skills that will serve well in life. I highly recommend Pat’s Buckley to any parent looking for a safe, nurturing, and high-quality preschool. The principal and teachers are truly exceptional, and we are so grateful for the positive impact they have had on our family.",0.261330709694346,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Buckley)
"My elder son started going to Pats Buckley at 5. It was our best decision. Excellent teachers Ms Rae Zhou lao shi nurture and set a good foundation in academic and character, for him to carry on into primary school. Now, my younger daughter is also attending. My kids always look forward and enjoy going to school. Teachers and principal Ms Gen are caring.",0.5,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Buckley)
My baby is very happy at school. The teachers are professional and care for my baby,0.55,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Buckley)
Spacious pre-school with a playground in the front garden! Great location. Nice teachers.,0.7,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Buckley)
Great school. The teachers and head teacher do an amazing job. So well organised and personalised. Happily recommend,0.7333333333333334,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Buckley)
My girl loves Pat School House. She graduated last year and is missing her teachers so much.,0.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Buckley)
"Caring teachers. Really engaging and always show love for my kid.""",0.45,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Buckley)
"""My children goes to this school - fall in love with the school facilities on the first visit, and grow deeper in love with the caring teachers and high quality curriculum! If I can rate 6 stars for the Schoolhouse - I would gladly do so!",0.41500000000000004,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Aroozoo)
"Schoolhouse provides better education environment, and teachers are focus and care to children.",0.5,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Aroozoo)
"Very nice facilities, passionate and dedicated teachers and good diversity of the food menus for a balanced diet. We can see the children are very happy there!",0.6074999999999999,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Aroozoo)
Highly recommended. Wide open space for kids to runabout - two playground and water play area. School is focused on learning through play and Ms Wee leads a team of talented and passionate teachers. The school compound is probably the best I've seen in the area,0.285,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Aroozoo)
"Awesome program. Love the school, the teachers, the P and the kids there",0.75,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Aroozoo)
My daughter goes there and the teachers are very good.,0.9099999999999999,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Aroozoo)
"Keep up the good work, please!",0.875,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Aroozoo)
"Musfirahtullah Nabi Ibrahim""",0.0,Topic 0,"['centre', 'child', 'email', 'ask', 'tell', 'day', 'list', 'principal', 'place', 'staff', 'leave', 'school', 'answer', 'visit', 'waitlist', 'etc', 'say', 'call', 'wait', 'complaint']",The Schoolhouse by Busy Bees (Aroozoo)
"""Our child is thriving at The Schoolhouse. Under Sally's leadership, the team sets an unparalleled standard. The teachers exhibit genuine care, and the meticulously planned curriculum is well executed. Our son not only enjoys going to school every day but also shows substantial growth, making each day enriching and fulfilling.",0.13333333333333333,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Alexandra)
Simply love the teachers and this school. Fun and engaging activities. Attentive and caring teachers.,0.4,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Alexandra)
They provided the excellent education in this centre. The principal Ms. Ada is very helpful and well organised for all they need! Lovely and friendly teachers in this centre too!,0.5546875,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Alexandra)
"Recommend this school. Thumbs up to the staff, the environment and the curriculum",0.0,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Alexandra)
"Feel the home-like service atmosphere, feel the vitality of the team, and feel the school’s professional team""",0.1,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Schoolhouse by Busy Bees (Alexandra)
"""My child had attended Orange Tree Preschool since PG to K2 and I would very much recommend this preschool to anyone! The school's environment is conducive and definitely safe for the kids. It has outdoor playground and mini swimming pool within the compound for the kids to have fun without worrying about their safety to cross roads or be in the open public area. Teachers and staff are also attentive and caring. They will call the parents timely if anything arises. Parents are also well informed of any events. The teachers are skilled in teaching and coaching the kids to build their foundation in reading and writing, which really helped a lot for the kids to transit to primary school. Kudos to the Principal, teachers and staff of Orange Tree Preshool (Choa Chu Kang)!",0.2725,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"It was an academy school who really teach children fundamentals. The teachers and principal are nice and professional. Environment is neat and clean, food is also not bad, overall it’s recommended. My elder kid graduated from the school and miss the school so much whenever mentioning about his kindergarten. Younger kid is in good progress, I can see the smile and happiness that motivation for daily attending. I am happy and lucky to make right choice of school for them.",0.329047619047619,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
Superb school. Dedicated teachers and principal. Always looking after the needs of the children. rest assured my kids are in good hands. There’s Enrichment classes that you can sign up within the Sch hours which is great for exposure and for parents who are working and have no time to send their kids. They did a great job in preparing my girl for primary one and she is very independent and was super excited to start her new phase.,0.50496632996633,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
My kid has been with The Orange Tree Preschool for close to three years now and I would highly recommend the school. I like that the school has its private premise to house its own facilities. The school staff are very nice and nurturing. My kid always came back telling us about how happy he was in school! :) Good job to the principal and all the teachers in the OTP!,0.489375,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
My kid has been in the OTP since N1 and I would highly recommend this preschool! The principal and all the teachers are very professional and they truly care for the kids. My kid is learning very well and he really enjoys his time in the school. The facilities of the school are well maintained with its own private pool and outdoor compound. The school environment is also very conducive and clean. Kudos to all the staff in the school!,0.24854166666666666,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"I have a wonderful 9 years of having my 2 kids at the Orange Tree CCK Preschool. Teachers here have been very responsive and responsible. The environment is clean and has its own independent facilities within the compund, like plaground and pool. The school has very structured academic curriculums and interesting activities for the student. As parents, we were well informed about the child's learning progress and growth. Overall, the school has taught my 2 kids really well. Both my kids have no problem coping in primary school, be it academically or socially.",0.2846153846153846,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"School environment like the classrooms, toilet shower areas are all very clean, bright, neat and conducive for effective learning. Curriculums and activities are all well planed in place in developing the kid in all areas. External lessons like art ,speech and drama, robotics are available too. Teachers are all very committed and responsible, caring, patient and kind. Very Fast and responsive too. Most of the teachers had been with the school for many years and maintained very good relationship with the parents. Miss Hema, the principal had been there for more than 10 years. She is the best that I have ever known. Very committed to providing the best to kids, planed and managed the whole school with the well being of kids as her top priority. Friendly and caring to everyone. And she can remember every single kid names and their parents! Overall, excellent preschool experience for both of my kids! Very blessed and glad that both of my kids were with the school for 4 marvelous years of their childhoods.",0.44996336996337,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"My son spent K1 and K2 in Orange Tree. A great preschool with strong curriculum and good teachers and principal who cared for his wellbeing and development. Besides classes, there are also fun activities like their monthly water play in the school's play pool and playground time.",0.42666666666666664,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"My daughter has only joined Orange Tree Preschool (CCK) for a year and she has benefited from this school immensely! All thanks to the dedicated principal and teachers for their patience, support and love they showered to my daughter. After graduating from Orange Tree, my daughter still misses her teachers and principal so much!",0.19,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"We are truly blessed to be enrolled in the Orange Tree Preschool ( CCK) since Playgroup till the end of Kindergarten two:) We decided on the school after visiting quite a few other childcare centers as we were impressed by the bright, clean, organized environment and how cheerful the kids looked. Indeed, the school has been a vibrant, loving and fun learning place for my child and her classmates. Our child looks forward to going to school everyday and enjoys a loving, warm relationship with her teachers and classmates. There are very interesting and well conducted enrichment courses within school curriculum hours (our child especially loves the Artsy Bugsy classes and Speech and Drama ) as well as special holidays program in June and December ( Dance, robotics, Science, baking , yoga etc). My child also enjoys the monthly water play in their own private ankle height pool. Ms Hema, the Principal, is a gem and leads a superb team of teachers and staff. There is prompt update of curriculum, students’ well being and pictures of children and activities. Communication has always been forthcoming and prompt with the teachers and school management. The teachers have prepared my child well academically ( English curriculum is by Morris Allen, Chinese curriculum by Tian Hsia) and in her life skills ( e.g toilet training, self care, positive education). My child, Mikaela, loves her teachers, Teacher Jade and Bo Lao shi. We were fortunate that the school also has a very convenient school bus service and the School Bus Uncle and Auntie, Uncle Joe and Aunty Jenny, are so caring and patient with children. Aunty Jenny often sent us pictures and videos of our child on the school bus and she is really great with kids! Our child has enjoyed her 5 years with the Orange Tree Preschool immensely and truly misses Ms Hema, Teacher Jade, Bo lao shi, Liang lao shi, Yang lao shi, Teacher Emily, Zhao Laoshi, Sie Lao shi, Teacher Fit, Teacher Tan, Teacher Rachel, Teacher Pauline and many other teachers and staff.",0.33498114788437366,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"Joining OrangeTree Preschool (CCK) is one of the best decisions made for Mitchell thus far. A big THANK YOU to all the teachers and staffs who have shown genuine love and encouragement to Mitchell and US (parents). As first-time parents, parenting is a roller-coaster ride with lots of experimenting. We are thankful to Ms Hema, Teacher Jade, and Teacher Bo (plus all the teachers) for guiding us as first-time parents. The team is always ready to correct us and give us the “tips” to manage all the situations. Also special thanks to aunty who has whipped up a separate special menu for Mitchell until he outgrown his allergy of chicken and egg. OrangeTree Preschool (CCK) provides a safe environment and holistic program. From Playgroup to Kindergarten 2, the school has actively involved parents. The teachers are ultra dedicated and is always providing prompt feedback and suggestions to better support the child’s growth. We were moved to tears during the graduation as we witnessed the growth of Mitchell in both academics and most importantly soft skills. It is like a flashback of all the ups and downs we closely shared throughout the pre-school phase. The children look super adorable, and we are so PROUD! OrangeTree Preschool (CCK) has built a strong foundation in preparing Mitchell. We are delighted to share that Mitchell has smoothly transitioned into Primary One. Thank you for everyone’s patience, kindness, enthusiasm towards our child! A big Thumbs Up! From forever grateful parents – Junwei & Adelene.",0.34120082815735,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
Highly recommended!! The curriculum is of high standard that helps my child be be prepared for primary school. The teachers are professional and patient. The communications with the parents are very timely and they monitor my child's growth physically and mentally as well.,0.12625,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
My 2 kids are with OTP and am happy to have made this decision. The principal is very thoughtful and detailed in understanding parents need. The teachers are very caring and always share their perspectives on our kids and thus enhancing our understanding of our kids more. Kiddos to the teachers and principal!,0.509,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"I have very good 2 yrs+ experience at Orange Tree Preschool and it was a pity when I have to relocate and change school this year. My kids love the school, the teachers and their friends. They always look forward to going to school. Ms Hema who is the principal cares a lot for the kids and she can remember all their names. She always smiles warmly to receive the kids and waves goodbye fondly when she sends them home. I think all the parents can really see the passion that she has for this job. And if I have any concerns, I feel comfortable to communicate it with her and she will help to address them. The admins in the school are also very nice and provide me with good support. I remembered when my 3 YO first entered school into Nursery One. She cried for the first week. Ms Hema and 赵老师 were there to hug and console her and then she settled down pretty fast. After one week she was no longer crying. It was really heartwarming that my girl could look towards the principal and her form teacher for comfort. And the fact that she settled down after their hugs mean she trust them as well. 赵老师 was very patient with my girl and also helped my girl to overcome her food chewing problem. I really appreciate the patience and concern that 赵老师 put in. 赵老师 is really a dedicated and responsible teacher. There were a lot of effort that she put in on my girl during her preschool stay to help her learning. My girl always told me at home that she loves 赵老师. Even now when she is in a different preschool, she says she misses 赵老师, Teacher Rachel and her friends. Then my boy also entered PGC and we found another gem teacher 曾老师. She was good to my boy and really care a lot for him. She will give me constant updates about him. Overall I think OrangeTree is a good preschool and their environment is good for the kids. They do 2:3 days of chinese and english respectively and alternate every week. Their enrichment classes and school outings are also affordable. And they have their own swimming pool which not a lot of school have. The kids get to play water activities once in a while. Thanks to all the teachers and staff who had shown your care and concern for my two kids.",0.24165849673202616,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
School environment is good and clean. 2 kids attended the school and graduated. Principle and teachers always give their best care and attention to the kids. Feeling blessed and grateful that we chosen this school as their preschool 👍 ,0.6888888888888888,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"Both my kids were in OTP and it has been a wonderful learning experience for the kids. They get a lot of care and attention, and are kept stimulated with fun, creative learning activities and regular outdoor time (there’s a pool in the outdoor area even). The teachers are all approachable and caring. The curriculum is well structured with both English and Chinese languages, which expose my kids into variety of activities that develop all kinds of skills they need. The enrichment classes are at reasonable price, I can tell the improvement since my daughter started her Speech and Drama class about a year ago. She also enjoyed her Arts classes and brought back beautiful art pieces. The communication with the school and teachers is also good. The APP regularly updates the activities of the kids (with photos) which let the parents have the sense of what the kids are playing at school. Announcement are also timely updated through the APP as well. Furthermore, when my kids were absent due to illness, the teachers always call me during their lunch break to check on the kids condition, and they also call to update me whenever there’s minor injuries in school (e.g minor scratches due to kids playing). The principal is supper attentive too, fast response in WhatsApp message, and super accommodating when I request to extend school for another week after the withdrawal process is done. Overall I am very happy with Orange Tree Preschool and I felt lucky to pick this school 3 years ago after comparing a few centres in BP area. Now due to house moving, I have to transfer my kids to other childcares. It’s really a heart pain decision, I can’t find the similar type of school at the same fee range anymore. Lastly, I would like to extend my heartfelt appreciation to Principal Ms Hema for leading a strong team of teachers, for welcoming and cheering the children daily with her sunshine personality, for taking initiatives and for her clear communications to parents. Thanks for all the dedicated hard work!",0.17386904761904765,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
"Orange Tree PreSchool offers an environment conducive for learning. Their curriculum is very well thought out. It’s very enriching and holistic in developing the children. There seems to always be something new and exciting for the kids to look forward to. Both my boys are enrolled with the school, and we are very pleased with the improvement on their social skill, problem solving skill and self discipline which they can apply to their daily life. The Principal and teachers are sincere, passionate and professional, they provide a loving and caring environment for the children. We are at ease knowing our boys were well taken care of and having great fun in school. Thank you Ms Hema for having us at Orange Tree, we are grateful for having these sweet memories on their growing up journey!",0.28714646464646465,Topic 5,"['teacher', 'school', 'child', 'kid', 'care', 'good', 'love', 'thank', 'parent', 'principal', 'staff', 'learn', 'son', 'daughter', 'year', 'environment', 'great', 'preschool', 'ms', 'experience']",The Orange Tree Preschool (Choa Chu Kang)
