Word,Frequency,Category
income,2,
position,2,
dynamic,2,
bomb,2,
error,2,
handover,2,
boundary,2,
cashew,2,
condominium,2,
complex,2,
trash,2,
actitive,2,
pickie,2,
protein,2,
chew,2,
playgrp,2,
nutella,2,
cck,2,
barrier,2,
keki,2,
maid,2,
housework,2,
magazine,2,
kuddo,2,
outlook,2,
cp,2,
malay,2,
sop,2,
naptime,2,
rooftop,2,
pit,2,
homeschooling,2,
giving,2,
trusting,2,
diligence,2,
clarity,2,
peach,2,
bath,2,
harmony,2,
cap,2,
appetite,2,
know,2,
greet,2,
justice,2,
gathering,2,
characteristic,2,
lifestyle,2,
multi,2,
pretend,2,
circulation,2,
opposite,2,
interm,2,
rarity,2,
dropping,2,
ptm,2,
toddlerhood,2,
ocean,2,
intro,2,
gold,2,
honour,2,
inhouse,2,
simple,2,
brightkid,2,
hurt,2,
speed,2,
ownership,2,
consent,2,
acceptance,2,
grandmother,2,
cycle,2,
diploma,2,
ethic,2,
cambridge,2,
soccer,2,
inflation,2,
competition,2,
condo,2,
residence,2,
disinfection,2,
breast,2,
pointer,2,
furniture,2,
grip,2,
occurrence,2,
dealbreaker,2,
celebrate,2,
plus,2,
helm,2,
steam,2,
gratefulness,2,
tcher,2,
favourite,2,
asset,2,
headmaster,2,
grocery,2,
mo,2,
tevie,2,
melt,2,
kampung,2,
container,2,
pavement,2,
driver,2,
cover,2,
parade,2,
spring,2,
therapist,2,
urgency,2,
isolation,2,
resort,2,
spoken,2,
article,2,
王老师,2,
congratulation,2,
alumnus,2,
viewing,2,
cherry,2,
montage,2,
earth,2,
cb,2,
miss,2,
bush,2,
careless,2,
shot,2,
inconsiderate,2,
exit,2,
log,2,
delinquent,2,
bin,2,
festivity,2,
pocket,2,
sunlight,2,
clearance,2,
lip,2,
tyre,2,
calligraphy,2,
perception,2,
endeavour,2,
replacement,2,
heartland,2,
sundrie,2,
intimate,2,
pv,2,
dimension,2,
valley,2,
spouse,2,
curiculum,2,
hunt,2,
coaching,2,
sugar,2,
etonhouse,2,
thunderstorm,2,
ear,2,
button,2,
pioneer,2,
crunch,2,
side,2,
goodwill,2,
claim,2,
organise,2,
contrast,2,
cave,2,
saver,2,
hold,2,
right,2,
glory,2,
infection,2,
medication,2,
myfirstskool,2,
figure,2,
silence,2,
segment,2,
efficiency,2,
nationality,2,
souvenir,2,
bespoke,2,
calculator,2,
worth,2,
waiver,2,
web,2,
exam,2,
sum,2,
statistic,2,
mastery,2,
tutelage,2,
revision,2,
chess,2,
framework,2,
show,2,
spade,2,
issac,2,
discomfort,2,
stewardship,2,
starting,2,
seam,2,
junior,2,
tcer,2,
salha,2,
nurul,2,
looking,2,
reinforcement,2,
spark,2,
pork,2,
beef,2,
dyslexia,2,
rhyme,2,
tolerance,2,
heap,2,
super,2,
encourage,2,
ring,2,
ctr,2,
delicate,2,
corn,2,
continuity,2,
linguistic,2,
write,2,
reporter,2,
nurturance,2,
motto,2,
athlete,2,
blend,2,
bilingualism,2,
mixture,2,
fan,2,
outfit,2,
tranquil,2,
workplace,2,
album,2,
hairstyle,2,
differentiator,2,
being,2,
handphone,2,
letdown,2,
mishap,2,
hq,2,
evident,2,
psychomotor,2,
president,2,
cosy,2,
bulk,2,
rigour,2,
resignation,2,
best,2,
napping,2,
audience,2,
ongoing,2,
邱老师,2,
cape,2,
shirt,2,
connector,2,
ridge,2,
lakeside,2,
synergy,2,
spoon,2,
facebook,2,
尚老师,2,
ms,2,
clean,2,
youngling,2,
origin,2,
unhappiness,2,
sweetest,2,
east,2,
c,2,
behave,2,
draw,2,
cousin,2,
sleeping,2,
pattern,2,
non,2,
wellness,2,
tr,2,
endurance,2,
minimum,2,
sacrifice,2,
曾老师,2,
guiding,2,
branding,2,
failure,2,
department,2,
receipt,2,
collection,2,
孙老师,2,
nanny,2,
storm,2,
newborn,2,
pokemon,2,
crybaby,2,
enemy,2,
subsidiary,2,
spreading,2,
cot,2,
calling,2,
departure,2,
throw,2,
lizard,2,
comms,2,
commute,2,
bacteria,2,
discover,2,
truth,2,
bill,2,
meaning,2,
brushing,2,
tooth,2,
workforce,2,
present,2,
comer,2,
wedding,2,
sound,2,
sink,2,
fixture,2,
housing,2,
expansion,2,
workout,2,
readiness,2,
innovation,2,
user,2,
ling,2,
headstart,2,
converse,2,
master,2,
improve,2,
pen,2,
module,2,
afterall,2,
shortfall,2,
ye,2,
scheme,2,
recital,2,
recorder,2,
cow,2,
receptionist,2,
recovery,2,
dumpling,2,
reasoning,2,
visibility,2,
map,2,
asap,2,
witness,2,
compare,2,
duration,2,
handling,2,
enquire,2,
cheery,2,
soldier,2,
grandma,2,
signing,2,
relation,2,
centric,2,
flat,2,
meter,2,
resilience,2,
housewife,2,
queue,2,
zhu,2,
etiquette,2,
cleaniness,2,
washing,2,
grandaughter,2,
proactive,2,
soo,2,
wash,2,
bud,2,
want,2,
haze,2,
founder,2,
generosity,2,
emcee,2,
finale,2,
distancing,2,
concentration,2,
playdate,2,
shine,2,
vp,2,
precinct,2,
gap,2,
prog,2,
reflection,2,
syllable,2,
survey,2,
supply,2,
avenue,2,
feud,2,
sync,2,
photograph,2,
herb,2,
vacation,2,
attest,2,
court,2,
affiliate,2,
v,2,
north,2,
treat,2,
gangster,2,
crush,2,
camera,2,
ticket,2,
thankful,2,
clause,2,
roof,2,
plastic,2,
rehearsal,2,
o,2,
curiousity,2,
charity,2,
curve,2,
tie,2,
spaciousness,2,
fonder,2,
launch,2,
majority,2,
sanitization,2,
rk,2,
manipulative,2,
momentum,2,
interior,2,
dismay,2,
beat,2,
raffleskidz,2,
shift,2,
crisis,2,
sandwich,2,
closure,2,
pair,2,
penny,2,
hiring,2,
porch,2,
downer,2,
giver,2,
zest,2,
directress,2,
briefing,2,
individuality,2,
dust,2,
wheel,2,
chaser,2,
dessert,2,
boss,2,
blur,2,
cartoon,2,
walking,2,
suit,2,
d,2,
league,2,
saying,2,
facade,2,
tap,2,
balloon,2,
reopen,2,
hmfd,2,
openness,2,
honesty,2,
era,2,
spoil,2,
reapplication,2,
ointment,2,
sembawang,2,
handiwork,2,
temper,2,
stomach,2,
reluctance,2,
anytime,2,
exception,2,
spite,2,
profile,2,
prev,2,
intake,2,
usage,2,
oat,2,
scheduling,2,
going,2,
heartlander,2,
creation,2,
object,2,
facilitate,2,
seperation,2,
explorer,2,
stroller,2,
following,2,
hundred,2,
anchor,2,
production,2,
ulcer,2,
maintenance,2,
ethos,2,
wealth,2,
circle,2,
condensation,2,
betterment,2,
continent,2,
handwriting,2,
slice,2,
hotel,2,
coronavirus,2,
down,2,
g,2,
meat,2,
jam,2,
opera,2,
grassroot,2,
tactic,2,
supplement,2,
flash,2,
butterfly,2,
pg,2,
ywca,2,
phew,2,
effectiveness,2,
kyler,2,
pillar,2,
articulation,2,
read,2,
patron,2,
assignment,2,
mindscape,2,
crocodile,2,
柴老师,2,
delight,2,
谢老师,2,
sea,2,
paragon,2,
t,2,
brainer,2,
proverb,2,
consumer,2,
preshoool,2,
langage,2,
leaflet,2,
qiqif,1,
negotiation,1,
tbh,1,
themself,1,
pedal,1,
kart,1,
passerby,1,
jing,1,
internet,1,
pollution,1,
highway,1,
garbage,1,
due,1,
週老師,1,
farhana,1,
verda,1,
distribution,1,
providing,1,
neurodivergent,1,
pour,1,
mainland,1,
poop,1,
astronaut,1,
babyelk,1,
pragathi,1,
centile,1,
workload,1,
pillow,1,
blanket,1,
towel,1,
recruitment,1,
loophole,1,
stew,1,
methodist,1,
tighten,1,
learn,1,
greatfull,1,
thankfulness,1,
fade,1,
negative,1,
cov,1,
uv,1,
sanitising,1,
chatting,1,
jellyfish,1,
salamander,1,
locality,1,
tution,1,
schoolday,1,
initiate,1,
manage,1,
thete,1,
bone,1,
compensation,1,
deformation,1,
gender,1,
plural,1,
canal,1,
slab,1,
gateway,1,
juice,1,
authorisation,1,
correspondence,1,
examplar,1,
doctrine,1,
partying,1,
barbeque,1,
heaven,1,
chin,1,
wag,1,
sasa,1,
tra,1,
artra,1,
ish,1,
hone,1,
bday,1,
kingsford,1,
butt,1,
chafing,1,
blacklist,1,
itch,1,
distress,1,
incidence,1,
ermm,1,
avoid,1,
drawback,1,
penalty,1,
bb,1,
miscommunication,1,
avail,1,
fyi,1,
childproof,1,
childproofing,1,
grief,1,
peril,1,
loss,1,
absenteeism,1,
exodus,1,
genius,1,
perk,1,
gallery,1,
convulsion,1,
mus,1,
yin,1,
row,1,
favoritism,1,
bid,1,
rebate,1,
enhancement,1,
ountry,1,
马老师,1,
sgcc,1,
experimentation,1,
tidbit,1,
designing,1,
heartiest,1,
swimmer,1,
amount,1,
oodle,1,
stamina,1,
andtend,1,
ego,1,
explode,1,
wipe,1,
upload,1,
saviour,1,
debate,1,
massage,1,
daugter,1,
norm,1,
ellie,1,
schook,1,
introvert,1,
hike,1,
campfire,1,
firewood,1,
ok,1,
lo,1,
phobia,1,
pedestrian,1,
satisfaction,1,
mural,1,
junk,1,
candy,1,
highlighting,1,
labelling,1,
plea,1,
compliance,1,
timeframe,1,
blow,1,
discrimination,1,
stance,1,
compromise,1,
aerospace,1,
countryside,1,
unity,1,
expense,1,
guilt,1,
gut,1,
granny,1,
policing,1,
adapt,1,
fine,1,
memorial,1,
firestation,1,
academical,1,
elina,1,
imparting,1,
sumtime,1,
lover,1,
flight,1,
lu老师,1,
surin,1,
crayon,1,
glue,1,
litter,1,
usefuladvice,1,
storming,1,
congestion,1,
approx,1,
approval,1,
paveway,1,
hippopotamus,1,
abrasion,1,
knee,1,
posting,1,
angrier,1,
mgt,1,
mechanism,1,
childrenbha,1,
mouse,1,
desktop,1,
quaint,1,
colonial,1,
together,1,
willow,1,
intimacy,1,
finally,1,
tome,1,
petal,1,
spice,1,
cherish,1,
perserverance,1,
thrice,1,
footage,1,
skip,1,
gadget,1,
tejaswini,1,
weed,1,
ad,1,
premier,1,
webpage,1,
involvment,1,
glade,1,
laugh,1,
talker,1,
acting,1,
bto,1,
complete,1,
fiesta,1,
mama,1,
caroline,1,
northstar,1,
homecraft,1,
watch,1,
brood,1,
pearl,1,
honey,1,
opulence,1,
teller,1,
impartation,1,
twinkling,1,
bery,1,
newton,1,
navi,1,
ti,1,
eton,1,
gripe,1,
carb,1,
mantou,1,
filling,1,
sanzijing,1,
intersection,1,
outage,1,
tingxie,1,
mandrin,1,
serving,1,
breastfeeding,1,
stash,1,
wax,1,
frequency,1,
hunting,1,
jusinfant,1,
babycentreinsg,1,
macpherson,1,
kelly,1,
temp,1,
etc,1,
mindz,1,
usability,1,
globaltot,1,
superstar,1,
diffident,1,
ender,1,
effert,1,
priciple,1,
perform,1,
carefulness,1,
mandate,1,
govt,1,
freshner,1,
toxin,1,
dictation,1,
opp,1,
inner,1,
som,1,
twd,1,
breakthrus,1,
classmatez,1,
wld,1,
schs,1,
ntg,1,
sheep,1,
particular,1,
wayang,1,
clan,1,
teather,1,
rocketeer,1,
warned,1,
verity,1,
backbone,1,
socializing,1,
reopening,1,
hill,1,
interviewer,1,
ic,1,
lawn,1,
sis,1,
grammar,1,
trick,1,
nick,1,
cent,1,
tutee,1,
publishing,1,
fame,1,
compos,1,
player,1,
wa,1,
vocab,1,
diarrhoea,1,
target,1,
operandi,1,
blog,1,
repetition,1,
jump,1,
script,1,
academia,1,
currency,1,
ib,1,
peel,1,
answering,1,
clerk,1,
scenery,1,
harbour,1,
stufy,1,
fews,1,
budget,1,
heroine,1,
comforting,1,
郭老师,1,
ivy,1,
assuring,1,
cactus,1,
bear,1,
monsoon,1,
fire,1,
outdoorplay,1,
lanlan,1,
hell,1,
fellow,1,
soonhao,1,
wrapping,1,
burito,1,
conserve,1,
narrator,1,
independance,1,
shirley,1,
blood,1,
respond,1,
cohesion,1,
motivator,1,
snippet,1,
disappoint,1,
traning,1,
supportive,1,
knack,1,
wif,1,
encompasse,1,
kidzmeadow,1,
tack,1,
gratitute,1,
positive,1,
sailing,1,
net,1,
teachs,1,
ligh,1,
lard,1,
bazaar,1,
th,1,
textbook,1,
nevause,1,
blue,1,
encouragment,1,
imprinting,1,
analysis,1,
device,1,
whistleblowing,1,
whistleblower,1,
radio,1,
glimmer,1,
deputy,1,
running,1,
layer,1,
join,1,
kinderland,1,
terrible,1,
delication,1,
medal,1,
go,1,
whiteboard,1,
glance,1,
escalator,1,
posso,1,
learningkid,1,
max,1,
bum,1,
ger,1,
mxxxxbear,1,
onboarding,1,
athletic,1,
chemistry,1,
ramp,1,
buggy,1,
stair,1,
cecil,1,
cater,1,
determination,1,
giveaway,1,
chirpiness,1,
hallway,1,
autonomy,1,
eightrium,1,
tide,1,
cabin,1,
enroll,1,
plaform,1,
girle,1,
ambassador,1,
humbling,1,
nuhs,1,
ttsh,1,
applaud,1,
depo,1,
coziness,1,
lb,1,
manger,1,
lovey,1,
togetherness,1,
quantum,1,
daughther,1,
cv,1,
century,1,
handing,1,
vicky,1,
littlefamilyroom,1,
label,1,
posture,1,
negativity,1,
monitoring,1,
baliester,1,
exude,1,
tis,1,
fax,1,
chill,1,
tofu,1,
seaweed,1,
drift,1,
cornerstone,1,
tick,1,
tock,1,
attentive,1,
undergarment,1,
notallheroeswearcape,1,
hong,1,
jasper,1,
puggnol,1,
讲华语,1,
roll,1,
desire,1,
couragement,1,
collegiality,1,
treasure,1,
rack,1,
serve,1,
ecda,1,
stimulation,1,
darius,1,
daughtere,1,
guarantee,1,
bring,1,
hear,1,
ciriculumn,1,
hoop,1,
nuture,1,
distinction,1,
prinicpal,1,
workday,1,
conscientiousness,1,
excitment,1,
koala,1,
celsius,1,
gear,1,
heartache,1,
hood,1,
editing,1,
教师节快乐,1,
hehe,1,
lap,1,
atleast,1,
deadline,1,
instability,1,
existent,1,
reactive,1,
berina,1,
accord,1,
wat,1,
lynn,1,
interact,1,
grp,1,
trs,1,
rise,1,
thread,1,
tini,1,
outspread,1,
monster,1,
wellfare,1,
favourtie,1,
plaza,1,
dory,1,
hue,1,
enviroment,1,
ayla,1,
resumption,1,
observance,1,
incharge,1,
retreat,1,
posse,1,
patientience,1,
educating,1,
backroom,1,
lefty,1,
timeline,1,
angne,1,
ange,1,
cindy,1,
themselve,1,
s,1,
kite,1,
mold,1,
yesss,1,
conducive,1,
awwsome,1,
storeroom,1,
yishun,1,
gems,1,
tat,1,
staffer,1,
marissa,1,
logbook,1,
prob,1,
lagging,1,
sms,1,
batok,1,
segregation,1,
casual,1,
inside,1,
checklist,1,
deliberation,1,
put,1,
greenhouse,1,
iota,1,
pikachu,1,
mistress,1,
patence,1,
helpfull,1,
mah,1,
introduce,1,
sheet,1,
out,1,
pavilion,1,
stench,1,
covering,1,
mediation,1,
heed,1,
creature,1,
cushion,1,
learningkidz,1,
laoshis,1,
fillipino,1,
cash,1,
fogging,1,
tag,1,
capstone,1,
worship,1,
enter,1,
starlight,1,
florence,1,
lian,1,
choon,1,
back,1,
afford,1,
anger,1,
rubbish,1,
certification,1,
ppl,1,
saint,1,
soleminsation,1,
sedation,1,
litmus,1,
scooter,1,
significance,1,
debris,1,
adjusting,1,
belly,1,
telecommunication,1,
telephone,1,
sure,1,
tele,1,
victimization,1,
writting,1,
shyness,1,
activtie,1,
steward,1,
nourishing,1,
lingling,1,
vivian,1,
enzo,1,
purifier,1,
coating,1,
operating,1,
conversing,1,
慢慢老师,1,
flawless,1,
谢谢黄老师,1,
twinkle,1,
reach,1,
proactiveness,1,
maturity,1,
诗词,1,
newbie,1,
footstep,1,
lingxi,1,
wrong,1,
ballet,1,
evaluation,1,
streaming,1,
cbp,1,
oasis,1,
dragon,1,
boon,1,
lion,1,
timeeee,1,
yuan,1,
ambition,1,
enlightenment,1,
deed,1,
finish,1,
sportsmanship,1,
tho,1,
bravo,1,
snow,1,
landscape,1,
storybook,1,
closeness,1,
z,1,
chinatown,1,
curricular,1,
goody,1,
elsa,1,
zodiac,1,
decor,1,
grounding,1,
cny,1,
autumn,1,
zhongshan,1,
corporation,1,
margin,1,
flavor,1,
soup,1,
startup,1,
fatigue,1,
acitivity,1,
rollerblading,1,
tote,1,
excelent,1,
shifting,1,
cutlery,1,
count,1,
lace,1,
toodler,1,
opportuntie,1,
overload,1,
postive,1,
threat,1,
duck,1,
horror,1,
recognise,1,
construction,1,
seek,1,
oversight,1,
publicity,1,
stunt,1,
portray,1,
official,1,
denial,1,
anf,1,
scenario,1,
bcs,1,
gong,1,
grandpa,1,
cooperativeness,1,
imagine,1,
shd,1,
affordability,1,
relevance,1,
reliability,1,
timeliness,1,
motion,1,
appeitte,1,
tchrs,1,
corvid,1,
sanitizer,1,
cleanness,1,
vincinity,1,
teenager,1,
veriety,1,
mattress,1,
puppet,1,
passer,1,
contractor,1,
big,1,
playform,1,
detour,1,
rude,1,
grown,1,
passersby,1,
positiveness,1,
mintue,1,
childrend,1,
raise,1,
screening,1,
faa,1,
gig,1,
link,1,
patent,1,
district,1,
pole,1,
shool,1,
capital,1,
cloth,1,
acedemic,1,
antic,1,
possibility,1,
tempreture,1,
activie,1,
bird,1,
watching,1,
龙老师,1,
publication,1,
starter,1,
planting,1,
senja,1,
hurry,1,
rizqi,1,
vege,1,
basket,1,
shelf,1,
ensure,1,
b,1,
fault,1,
drawer,1,
turtle,1,
nail,1,
criticism,1,
activate,1,
juncture,1,
threenager,1,
geninue,1,
chidlren,1,
recycle,1,
danger,1,
helping,1,
upgrowing,1,
inability,1,
whampoa,1,
pri,1,
sckool,1,
transportation,1,
perseverance,1,
format,1,
preparedness,1,
bookmark,1,
excelling,1,
moral,1,
morale,1,
hypermarket,1,
forgiveness,1,
inculcate,1,
nursing,1,
chart,1,
theblast,1,
interval,1,
dread,1,
errand,1,
favouritism,1,
loner,1,
upgrading,1,
nk,1,
split,1,
chinese,1,
safra,1,
swim,1,
drinking,1,
acuman,1,
roster,1,
kintergarden,1,
stretch,1,
haphazard,1,
clarice,1,
iza,1,
perfection,1,
onset,1,
modernity,1,
backyard,1,
foyer,1,
revival,1,
english,1,
iq,1,
kindergarden,1,
elephant,1,
safekeeping,1,
experice,1,
dissemination,1,
pedagogue,1,
ata,1,
shoulder,1,
leant,1,
chute,1,
prove,1,
ē,1,
lia,1,
mud,1,
grill,1,
adminstrator,1,
hangout,1,
scam,1,
bco,1,
provision,1,
auto,1,
torture,1,
sandbox,1,
rat,1,
motoring,1,
stakeholder,1,
affiliation,1,
peoplw,1,
neighbouring,1,
scream,1,
intensity,1,
trauma,1,
allow,1,
proceed,1,
popcorn,1,
linchun,1,
experiance,1,
mc,1,
displeasure,1,
downstairs,1,
confuse,1,
assure,1,
plase,1,
regine,1,
kavi,1,
loushu,1,
visual,1,
print,1,
environ,1,
licensing,1,
upadate,1,
speechless,1,
agreement,1,
friday,1,
puzzle,1,
pentomino,1,
leisure,1,
competitor,1,
spa,1,
andphilosophy,1,
eduction,1,
planner,1,
lab,1,
trf,1,
believer,1,
authenticity,1,
sensor,1,
wrapper,1,
stick,1,
buzzword,1,
fundraiser,1,
eldercare,1,
lane,1,
knowing,1,
美玉老师,1,
bp,1,
meiyu,1,
summery,1,
dye,1,
paint,1,
greatness,1,
snapshot,1,
close,1,
dairy,1,
crossing,1,
bulletin,1,
bilingual,1,
transform,1,
limit,1,
tact,1,
dedicadion,1,
goer,1,
accompaniment,1,
mail,1,
justification,1,
acknowledgement,1,
gwen,1,
thousand,1,
cooker,1,
bike,1,
commsbook,1,
kat,1,
comaraderie,1,
downfall,1,
rejection,1,
lustre,1,
flippant,1,
fulfilling,1,
ciriculum,1,
accomodation,1,
familiarity,1,
physical,1,
liking,1,
decomposition,1,
enriching,1,
endemic,1,
inevitability,1,
curricula,1,
明老师,1,
吕老师,1,
mega,1,
household,1,
ideology,1,
overview,1,
neater,1,
misconception,1,
grouping,1,
rtm,1,
dexterity,1,
数星星,1,
here,1,
graciousness,1,
impatient,1,
palsy,1,
rehabilitation,1,
trike,1,
sub,1,
freedom,1,
jitter,1,
confinement,1,
mooncake,1,
jelly,1,
minuet,1,
madam,1,
grasp,1,
law,1,
lung,1,
shoppe,1,
vomit,1,
commenter,1,
karaoke,1,
onward,1,
bro,1,
gep,1,
fright,1,
ethnicity,1,
obligation,1,
shalom,1,
alight,1,
acquire,1,
mobility,1,
lqlimah,1,
bake,1,
multisport,1,
disparity,1,
exclusion,1,
rsvp,1,
disregard,1,
fridge,1,
storage,1,
confusion,1,
contradict,1,
misinformation,1,
inefficiency,1,
infanthood,1,
exec,1,
river,1,
sandcastle,1,
spoiler,1,
urslf,1,
sengkangriversidepark,1,
applicant,1,
bye,1,
insurance,1,
outcast,1,
damage,1,
tattoo,1,
legit,1,
nuisance,1,
quarantine,1,
rebrand,1,
prejudice,1,
nordcom,1,
piority,1,
knock,1,
courier,1,
buddy,1,
snail,1,
implementation,1,
barcode,1,
qr,1,
helpfulness,1,
trival,1,
circular,1,
translation,1,
sanitizing,1,
sanitatization,1,
sm,1,
store,1,
prison,1,
indifference,1,
military,1,
earpiece,1,
grit,1,
citizen,1,
evryone,1,
humility,1,
tadd,1,
describe,1,
shootout,1,
jane,1,
ong,1,
luxury,1,
din,1,
reassure,1,
inclination,1,
rong,1,
airplane,1,
naughty,1,
dept,1,
explaining,1,
ptc,1,
rebranding,1,
buying,1,
rush,1,
zhao,1,
bad,1,
complement,1,
starbeam,1,
sl,1,
versatility,1,
responsiveness,1,
war,1,
army,1,
lixin,1,
plague,1,
culprit,1,
spam,1,
cheek,1,
mucus,1,
shivering,1,
handbook,1,
accross,1,
babyhouse,1,
brightness,1,
cheerfulness,1,
moisturiser,1,
battle,1,
prematurity,1,
redress,1,
gardener,1,
leeway,1,
infront,1,
congregate,1,
sofa,1,
carpet,1,
lotion,1,
midnight,1,
glove,1,
rite,1,
bump,1,
busstop,1,
occupant,1,
tech,1,
gradulation,1,
sooooooooooo,1,
coming,1,
permenent,1,
helmet,1,
edge,1,
kidzania,1,
stream,1,
shipping,1,
midway,1,
mas,1,
poster,1,
spinner,1,
chopstick,1,
loading,1,
masterpiece,1,
creator,1,
scandi,1,
humor,1,
pony,1,
echo,1,
sensei,1,
wonderland,1,
demeanour,1,
hospitality,1,
effott,1,
smooth,1,
deco,1,
bt,1,
individualism,1,
breakout,1,
bravery,1,
route,1,
fortnight,1,
normalcy,1,
herd,1,
pack,1,
disclaimer,1,
lovea,1,
make,1,
hater,1,
identity,1,
universe,1,
condemnation,1,
insecurity,1,
neighboring,1,
gaughter,1,
babe,1,
gimmick,1,
cart,1,
salespeople,1,
purchase,1,
pursuit,1,
toll,1,
cement,1,
padding,1,
doorbell,1,
dispute,1,
theory,1,
runner,1,
distraction,1,
sensorial,1,
fraction,1,
accumulation,1,
punch,1,
stapler,1,
density,1,
buoyancy,1,
redundancy,1,
sunset,1,
tray,1,
jar,1,
banana,1,
goodie,1,
tale,1,
magnet,1,
cutting,1,
womb,1,
average,1,
misdemeanor,1,
sash,1,
headmistress,1,
setback,1,
mispronunciation,1,
墨西哥,1,
billboard,1,
subtitle,1,
truffle,1,
knife,1,
peeler,1,
dwarf,1,
smoking,1,
mic,1,
argument,1,
evaporation,1,
sweaty,1,
multiculturalism,1,
proprietor,1,
bounce,1,
monkey,1,
chaos,1,
potluck,1,
slicing,1,
keepsake,1,
fieldtrip,1,
toe,1,
clue,1,
absorbent,1,
shouting,1,
inheritance,1,
expressiveness,1,
pdf,1,
humanity,1,
tenant,1,
showroom,1,
hoard,1,
tripper,1,
cargo,1,
passenger,1,
musky,1,
bldg,1,
conviction,1,
disservice,1,
bladder,1,
kidney,1,
scolding,1,
yz,1,
fluency,1,
odd,1,
ballot,1,
removal,1,
guess,1,
goog,1,
attending,1,
roller,1,
coaster,1,
flashback,1,
compund,1,
plaground,1,
ankle,1,
chewing,1,
supper,1,
sem,1,
com,1,
sq,1,
sleeve,1,
partition,1,
vitality,1,
menus,1,
runabout,1,
inviting,1,
playschool,1,
tookover,1,
flop,1,
toughness,1,
anecdote,1,
env,1,
bout,1,
showing,1,
letterland,1,
edu,1,
sanae,1,
seminar,1,
surround,1,
quantity,1,
qualification,1,
restoration,1,
parc,1,
scope,1,
tank,1,
herschool,1,
pacient,1,
unwelcoming,1,
rv,1,
inexperience,1,
border,1,
littlest,1,
protection,1,
golf,1,
stadium,1,
excavator,1,
mealtime,1,
serangoon,1,
mudplay,1,
coop,1,
implement,1,
trycicle,1,
clap,1,
sunbird,1,
online,1,
diary,1,
youth,1,
uniqueness,1,
transiting,1,
cocoon,1,
canvas,1,
sky,1,
tendering,1,
serene,1,
sharon,1,
penmanship,1,
coloring,1,
camping,1,
sticker,1,
token,1,
shud,1,
fortwinklekidz,1,
considerate,1,
debbie,1,
plethora,1,
heartwarming,1,
benchmark,1,
alll,1,
win,1,
stall,1,
divider,1,
progession,1,
chit,1,
dough,1,
dauhter,1,
wizard,1,
bee,1,
vegan,1,
integration,1,
fruity,1,
siva,1,
fincess,1,
whereabout,1,
cascade,1,
integrate,1,
handcraft,1,
carol,1,
disability,1,
thinker,1,
understand,1,
cecilia,1,
pipeline,1,
abdundance,1,
mascot,1,
tummy,1,
add,1,
ons,1,
doorstep,1,
bumper,1,
consequence,1,
closet,1,
punishment,1,
activités,1,
memorable,1,
dress,1,
assumption,1,
bot,1,
trajectory,1,
eco,1,
captain,1,
constipation,1,
intimidation,1,
headquarters,1,
intent,1,
anticipation,1,
tutoring,1,
companionship,1,
prouder,1,
winner,1,
smiles,1,
cityscape,1,
adjective,1,
brilliant,1,
hardship,1,
aquarium,1,
attraction,1,
tacher,1,
fav,1,
esplanade,1,
morality,1,
labor,1,
panda,1,
dinosaur,1,
beneficiary,1,
rounder,1,
tenure,1,
directive,1,
basketball,1,
pinyin,1,
secondborn,1,
grow,1,
decorum,1,
cohesiveness,1,
mainstream,1,
foresight,1,
affinity,1,
everyweek,1,
robustness,1,
blending,1,
celeb,1,
deepening,1,
thirst,1,
adherence,1,
accessibility,1,
quirk,1,
resistance,1,
skillset,1,
relationshipn,1,
heartfelt,1,
fitting,1,
trainee,1,
playgorund,1,
sustenance,1,
taunting,1,
bootcamp,1,
flashcard,1,
ren,1,
yay,1,
苹果老师,1,
pantry,1,
orange,1,
paperwork,1,
backend,1,
mctc,1,
leia,1,
dion,1,
visiting,1,
skipping,1,
nithya,1,
sara,1,
hreat,1,
increment,1,
disguise,1,
jerker,1,
coach,1,
mentality,1,
logic,1,
express,1,
mindchamper,1,
independency,1,
expose,1,
engage,1,
sschool,1,
fantastico,1,
inclement,1,
author,1,
little,1,
joinery,1,
cuteness,1,
crime,1,
vowel,1,
motivating,1,
dad,1,
braid,1,
alternate,1,
curricilum,1,
娜娜老师,1,
tesitmony,1,
annoyance,1,
irritation,1,
flagship,1,
小雨老师,1,
和,1,
曲老师,1,
flourish,1,
tonuse,1,
neuromove,1,
shuttle,1,
stool,1,
tailor,1,
heartening,1,
phonecall,1,
minding,1,
reporting,1,
wise,1,
outburst,1,
duo,1,
exburence,1,
yard,1,
shoreline,1,
ordeal,1,
distrust,1,
appeal,1,
socialization,1,
grin,1,
diamond,1,
fairness,1,
remission,1,
presenting,1,
expend,1,
mindschamp,1,
cheerleader,1,
woe,1,
manoenuve,1,
gymnastic,1,
csm,1,
mindchmap,1,
cold,1,
ask,1,
unwavering,1,
expiration,1,
permission,1,
musical,1,
special,1,
entusiatic,1,
shield,1,
clockwork,1,
inculcation,1,
wood,1,
empowerment,1,
cooperation,1,
meetup,1,
misbehaviour,1,
modesty,1,
impetus,1,
thanls,1,
onekm,1,
major,1,
enforcement,1,
formation,1,
let,1,
long,1,
troop,1,
outreach,1,
yogurt,1,
rainbow,1,
ox,1,
mapletree,1,
caterer,1,
prestige,1,
deveopment,1,
agency,1,
devlopment,1,
interpretation,1,
pose,1,
salute,1,
salesperson,1,
executive,1,
driveway,1,
