Comment,Sentiment,Topic_Number,Word,Preschool_Name
My child has been in this school since PG. All the staff and teachers have been great. We always felt comforted knowing our child is in good hands. Teachers are caring and communicate to us regularly regarding our child's progress. A big thank you to everyone at Mindchamps Preschool@East Coast.,0.375,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Great teachers at MindChamps PreSchool @KINEX- professional and pleasant. My child has been with them since PG, and with continued encouragement from Mrs Koh, his principal, I have seen positive emotional growth in him over the years. Not only has he blossomed in terms of his confidence, the way he interacts with his friends, also being able to express himself. Highly recommended school!",0.32007575757575757,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"First class teachers and management team. Lauren progression went beyond our expectations within a short span of 2 years. She absolutely loves school now. Also communication is great as the parents are always updated. Besides in house learning, lots of outdoor activities to keep the kids constantly engaged. A peace of mind when your kids are with MindChamps. Thanks you!",0.25,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Our 2 kids have been with MindChamps East Coast since they were 18 months old. As with most other kids, the first few months were very stressful as the kids were wailing and crying when we send them to school. The teachers and principal handled the situation well and we were informed constantly of our kids’ progress and also discussion were held to evaluate how we can best overcome the kids’ reluctance to go to school. We appreciate the attention that has been given to our kids and applaud the dedication that team of teachers has demonstrated that is led by Mrs Koh.",0.16944444444444443,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"Think no more if you are considering MindChamps East Coast to enroll your child. Both my children are attending this preschool and I have absolutely nothing to complain about. Teachers are attentive and prompt to update, low turnover rate and care for the children with big hearts. I go to work with peace of mind knowing my children are well taken care of by this stellar team.",0.10000000000000002,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"I love this PreSchool. Teachers are experienced, friendly, committed and very innovative! The outdoor playground is great and even better when it gets converted to water play at times! My son is outspoken and academically well. The teachers have taught him well. He learns responsibilities, manners and patience. Most of all, he is happy and loves attending school!",0.6765625,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Wonderful preschool! My first child has spent 3 year here since we moved to Singapore. He is still missing the preschool and teachers although he is in primary school now. Teachers are experienced and patient. They not only took good care of my child, but also got him well prepared for his next journey in primary school. We will send our second baby to this school soon. I would like to say THANK YOU to the principle and teachers for their great efforts and excellent job!",0.3884615384615385,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
I would highly recommend Mindchamps Kinex to any potential parents looking for a holistic preschool for your child. The outdoor play area is great for the kids to get some sun and run around. The teachers are kind and caring. The principal helms the centre efficiently and is friendly yet professional with parents. What I especially like is that Mrs Koh emphasises on the importance of discipline and having good moral values and not just on academics. The teachers did a great job during the circuit breaker and went above and beyond their call of duty to ensure the charges under their care were still learning from home and having fun. The mgmt has taken many steps to ensure the children are safe and happy in school given the current constraints. Kudos to the team at Kinex!,0.3521875,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Thank you to the teachers in Mindchamps @ One KM. I noticed that my child, Leanne has improved so much when it comes to her learning. I know her achievements today are because of your dedication and passion. Really appreciate that the teachers actually take time to speak to me regarding Leanne's ability to focus in class (glad that it is better now), correcting bad behaviours and picking up on little things that we as parents do not notice at home. I love how the teachers always come up with ideas for school activities, excursions and bringing the children out for musicals and plays. Of course, not forgetting the signature sleepover event... Thank you so much for partnering us in nurturing the child’s future! It feels good to know that my child is learning and growing in an environment like this, It is my second year here, but I have witnessed the teachers' dedication and love in teaching the children. Thank you and may you continue the good work!",0.23482142857142857,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"We love this PreSchool. Both my children are here from PG to K2 and never once do we have to worry if they would be mistreated or whatsoever at school because the teachers here are experienced and delicated. The outdoor playground is huge and there is water play from time to time. Both my children started off shy and reserved but the teachers managed to help them build up their confidence till they moved on to Primary school as confident individuals. We are so grateful to the teachers here who helped us mound their character so well. They learnt responsibilities, to care and to share. Most importantly, both built up a deep love for attending school, they both were happy and loves attending MindChamps to the extent that they just wish they can turn back time and stay on as babies. Thank you, MindChamps East Coast (OneKm - Kinex).",0.35833333333333334,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Both my kids are with mindchamps@onekm. What makes the school special is that it has a strong sense of family. The bigger kids would help the little ones and they have friends across levels. The main teachers are also with the school for a long time. Been with the school for the past 5 years, we have become friends with the teachers and some of them taught both my kids. The kids are not only well prepared for p1, they are also exposed to current affairs and values (eg. The recent Thai cave incident was discussed in class). Thank you teachers for all the efforts and going the extra mile to create special moments for the kids!",0.0763392857142857,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"Our children (K2 and N1) are with Mindchamps Preschool @OneKM, or Kinexis, both started at 1.5yrs. They loved every bit of it and looked forward to school every morning, as they never complained about having to attend school. We've seen how well they progressed over the years and we are very pleased to have made this wise choice. We'd highly recommend Mindchamps Preschool to parents who prefer a more holistic approach to teaching and learning. This is particularly important to nurture lifelong interest in learning and to help my children cope with the world ahead of them. Besides, we are also happy with the activities-filled curiculum, perhaps that is the reason why our kids were often entusiatics learning new things. The teachers are always helpful, patient, kind and cheerful, which never failed to amaze us with their passion and dedication to their job. Kudos to the Principal Mrs Koh who did a fantastic job! Definitely a big thumbs up for them and should no.3 come along, we wouldn't hesitate but stick to Mindchamps! If there is only one thing to ask: please stay affordable... 😁",0.3653977272727273,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
My two kids each had 4 good years of care and education at the preschool. It first started out in a little homely corner along East Coast Road with a great team of teachers. The principal Mrs Koh is always jovial and full of energy. There are many fun events with the support of the teachers and PSG. The teachers are also attentive to the needs of the kids. Thank you for the great memories!,0.45694444444444443,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"We enrolled our son with Mindchamps Kinex during the circuit breaker through a friend’s recommendation and we never looked back. We were apprehensive initially because of the timing that we enrolled our son, but that quickly dissipated. The school took social distancing and personal hygiene very seriously, requiring the children to wash their hands frequently. They even specially sourced a face shield for them. Pre-covid days, the parents were able to sit in with their child during the first week of school for a smooth transition. This was something we couldn’t do. Rachel understood our anxieties and for the first week, she attached Miss Pearlyn with our son to slowly warm him up to the environment and they gave us constant updates to assure us. Rachel and her whole team of teachers are very loving, passionate, dedicated and nurturing. Every single teacher regardless of the level that they were in charged of, were familiar with every child in Kinex from PG to K2. The feeling they gave us was that the entire school was one big happy family. All the teachers there have been teaching there for a considerable number of years. Attrition rate is low and they have a great seamless system and clockwork going on. This has to be attributed to Rachel’s strong leadership. No child or parent gets left behind. They were there every step of the way with us right from the start, responding to our many queries, allaying our fears and making sure our child and every child gets to fulfill their best potential in their time. They were there to encourage them when needed, yet being firm with him and rewarding him when he does something positive. Besides focusing on the curriculum, Rachel and the teachers also made sure the childrens’ social skills and inculcation of values were not missed out on either. Those to us were more important than the curriculum itself. We did not have to worry one bit putting our son with Mindchamps Kinex whilst working. We know that he was in the best hands. It was very sad and heartbreaking that we had to leave kinex for another branch because we relocated to the other end of the island. We have Rachel and her stellar team to thank for setting such a good foundation in our child that he transited well in the new school. I cannot thank especially Rachel, Miss Neesha, Miss Anna, Miss Pearlyn, feng lao shi, Miss Camille enough. Thank you all girls for all the heart work that you do. ❤️",0.22030129870129866,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
Started my boys at kinex mindschamp since 2019. Amazing experience with caring and effortful teachers and staff. Special shout out to Ms Camille and Feng Lao shi and ms yeo! Very personable and staff cares alot for each child. Strongly recommend!,0.4470238095238095,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"We signed up with them since PG and have not looked back since. They are dedicated and caring, yet strict in reinforcing rules and correcting proper behaviours. The school is very clean and we have not had any major episodes of viruses (touch wood) so far. My two kids enjoy going to school everyday and we appreciate MindChamps in preparing our kids for their primary school journey.",0.15489583333333334,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"Our little one has been with MindChamps @ OneKm (East Coast) for the past 4.5yrs (PG to K2) and we were glad we made such an excellent choice. We had heard so much about how good the principal and teachers were at Mindchamp (East Coast), now at OneKm even before we sent our kid there and decided to check the school out. Not only did the preschool left a good and deep first impression on my husband and I; the holistic and safe environment backed by the team of dedicated teachers was what we deeply appreciate throughout the years. Ethan Choo would not have come this far and transit so smoothly into his Primary 1 if it had not been for the love and guidance from his teachers. You have our heartfelt thanks, Mindchamps @ OneKm (East Coast)!",0.253125,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
Started with MindChamps East Coast in 2012 for my eldest girl. And now into 3rd year for my younger son. The school is well managed with very low attrition rate. Teachers are experienced and prompt at addressing parents concerns. Students are well nurtured with empowerment and leadership. I’m glad that i picked MC East Coast. Look no further if you want a school with high quality care served by this dedicated team.,0.20857142857142857,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"My Child experience was good in past few years. Teachers are very caring, lovely and patient. Hope will continue in the future.",0.15833333333333333,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"My son was enrolled into mindchamp for 4 years. The teachers are very dedicated and provide regular feedback on the child's behaviour, interaction with friends, performance etc. The curriculum includes gourmet, gym, phonics etc. Which makes learning fun and engaging for the kids. Strongly recommended.",0.26666666666666666,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"5 years ago, I was a 1st time parent looking for a preschool for my 1st child. Had walked into Mindchamps East Coast randomly and was blown away by what I see as compared to other centers I visited. There was no turning back since then. Teachers are sincere and whenever I have issues with my kids ( both academic and behavior) I will not hesitate to discuss it with the teachers. They will give advice and also reiterate the same to the children in school. 2nd child is now in the same school and I know he is in good hands. Thank you MC East Coast!",0.08333333333333333,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"We visited more than a handful of preschools in 2014 when we were looking for one to send our daughter to. Definitely a no brainer amongst those we visited! 2 years later and it was time for us to send our younger son and again a no brainer! Excellent team of core teachers and principal who gives feedback both for academic and non academic, wanting the best for the Champs both at home and in school! Our daughter is graduating this year and she has already mentioned that we will miss all her friends and teachers!! ♥️ Thank you teachers for your love!",0.3472222222222222,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"A caring and dependable team of teachers from Mindchamps Preschool (@Kinex)! The principal is always on the go, responsive to our queries and helpful. I really appreciate the help, support and cooperation by the team all these years, since my boy enrolled for PG in 2017. Will strongly recommend this preschool to my friends & colleagues!",0.37083333333333335,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"We highly recommend MindChamps @East Coast. Mrs Koh is a very capable principal and with her leadership and a group of dedicated teachers, we feel our daughter is in good hands. We feel the staff are highly organized and understand every aspects of the children in great details. - N2 Jiang Yutong's Dad",0.41600000000000004,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
Thanks to the amazing team of teachers who put in efforts to create a safe and nurturing environment for the children to grow and develop in. My daughter has enjoyed her lessons and loves her teachers here so far.,0.38,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"My boy is with mindchamp east coast since PG. The school has a team of dedicated teachers with low turnover, led by Mrs Koh, the same principal since enrollment. I feel assured to leave my boy in this child care and knew that he is in good hands and strict discipline. Teachers also provide regular feedback to parents via the App and face to face meetups.",0.175,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"I transferred my girl from Mindchamps CBP to Mindchamps East Coast when we moved house 2 years ago. Both Mindchamps are good because of several factors of importance in my consideration: 1. Staffing - Principal, Teacher with low attrition and change. And Professional in communication and the program plan (English proficiency eg. grammar, Chinese proficiency eg. For engaging children with little interaction with Chinese at home) 2. Safe Environment - how they handle misbehaviour, cleaning and sanitisation, and separate bathroom for boys and girls to protect their modesty from young. 3. Holistic education - Not just academic focused but overall exposure to different learnings at their young age (eg. Gym class, confidence in speaking in front of peers, simple cookery class, artwork, playtime in playground, music etc) 4. No homework for parents except for K2 (spelling only). U can tiger on weekends if that's what you need but not for me. I am particularly happy with Mindchamps East Coast as I can entrust my children with very caring teachers and principal in this branch.",0.14276315789473687,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Attentive and professional teachers who care for the children. Always prompt to update me on happenings regarding my two year old boy and sharing tips on how to better his development. School even gave me a handwritten note to congratulate us for a newborn baby girl. Very good staff and management (not to mention the comprehensive syllabus), hence highly recommended",0.36166666666666664,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"I have never regretted leaving my two kids in the good hands of the team of teachers at Mindchamps at One KM(Kinex mall). They have on many occasions gone out of their way to help my kids adjust to each phase of their development - be it toilet training, overcoming their fear of a dark Theater or even ensuring that my Son does not come into contact with certain foods he is allergic to. Thank you Teachers!",0.25690476190476186,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"Placing my child at a Mindchamps One KM is the best thing that I ever did . Mrs Koh the principal is very conscientious and she goes all the way out for the children and parents . My respect and kudos to her . Also appreciate all the Teachers for their patience and genuine love for my child. As he is slow, but the Teachers are ever so encouraging and a good impetus to improvements in his life.",0.4166666666666667,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Would highly recommend Kinex Mindchamps. Mrs Koh & teachers are very dedicated,attentive and good people who can teach,guide and prepare young kids for their next stage. Really thankful for their efforts. And will definitely sign up for my coming newborn as well.",0.1942857142857143,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Would highly recommend MindChamps PreSchool (East Coast) @Kinex to all parents! Both the principal and teachers there are capable, committed and caring. My husband and I feel assured leaving our kids in their care and had never once regretted our choice!",0.225,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"My son joined Mindchamps just last year. In less than one year I find a big positive change in him. He was a very shy kid, now he talks openly even challenges me some times. He had shown a big leap in academics as well. Thanls a lot to the teachers..",-0.08419913419913419,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"Would definitely and highly recommend Mindchamps@1km to all parents out there. Both my kids started with them since PG. The Principal and Teachers are highly reliable, caring and I have absolute trust leaving my children in their care. Thank you all! :)",0.21400000000000002,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
Teachers are kind and patient with my little one ❤️ good open lines of communication and we trust them.,0.27812499999999996,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"Teachers are very professional and very responsive. My boy couldn't really understand not could he speak any English when we first put him to Mindchamp Onekm. Now after 2 years, he could speak good English and sometimes could even correct us if we said anything wrong. Environment wise I personally like it a lot compared to other pre-schools as it is clean and comfortable. Highly recommended!",0.18011904761904765,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"Good school and environment. Teachers are attentive and caring. Thank you to Ms Christina Ms Camille Zhao Laoshi, Ms Yeo, Mrs Koh and all the lovely teachers",0.5333333333333333,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"My daughter has been in Mindchamps since she is 20 month-old (in 2014) from when they were at East Coast to the new premise at oneKM. They have an awesome team that is dedicated and provide really quality care. As a working mother, it puts me at ease knowing she is in good hands.",0.509090909090909,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
Am impressed by how much my 2 year old has learnt since starting school 6 months ago. Constant updates from teachers on his progress and behaviour. All the children in the school all seem happy and seem to enjoy school so much. Thank you teachers and staff of MindChamps for the hard work!,0.25949074074074074,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
Always prompt to update me on happenings regarding my daughter and sharing tips on how to better her development. A peace of mind when your kids are with MindChamps. Recommended! Two thumbs up!,0.78125,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Excellent core team of Principal and teachers. Both my kids are there from PG. One will be graduating this year, no preschool is perfect but this one ranks as one of the better ones around. Keep up the good work!",0.84375,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
My daughter has been with them for over two years. She has enjoyed it a lot. Teachers are very responsible and caring for her. I would recommend this school to anyone that is looking for a good preschool for their kid.,0.48666666666666664,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
A team of experienced and dedicated teachers. I have seen the improvement in my girl since she entered Mindchamps preschool @ onekm. We love the School's curriculum too!,0.7125,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
Teachers there take great pride in their work! Have no regrets signing up my kid in this particular school.,0.4055555555555556,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
Good learning environment and teachers.. recommend 👍 ,0.7,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
Centre has relocated to Kinex shopping mall at Paya Lebar MRT,0.0,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"premises is clean, and curriculum is well paced and structured",0.3666666666666667,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
A caring and responsible preschool,0.2,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"We came to Singapore from China and have been attending kindergarten in Majors on the East Coast for a year. Compared with the previous school, we can see many differences. The teachers here have a strong sense of responsibility and communicate quickly with parents. Every time the teacher finds something that needs improvement in the child, he will communicate with us in a timely manner and give us good advice. As a parent, I enjoy seeing the changes and growth in my children this year. The most important thing is that the child is happy than anything else!",0.4555555555555555,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"Thanks to the management team and teachers of MindChamps@east coast. Under your careful care and guidance, Yutong quickly adapted to school life and looks forward to going to school every day. The school's awareness and enforcement of safety and hygiene measures effectively ensure that children can learn and play in a safe environment. In addition, the school teachers’ cultivation and attention to good behavior among children allowed me to hand over my baby to the teacher with great peace of mind. As a mother, I feel confident that my children will be properly cared for at MindChamps@east coast. As a mother of two children, when my second baby grows up, I will still choose MindChamps! Feng Lin N2 Jiang Yutong’s mother",0.35333333333333333,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"The teachers at the school are very serious and responsible. We are from China and our English is not very good. The teachers arrange for the children to have contact with English-speaking children and teach them to have strong self-care skills. The teachers can also communicate in a timely manner about the children's situation at school. In the school The environment is also very good. Overall, I am very satisfied.",0.18634615384615383,Topic 0,"['teacher', 'child', 'school', 'kid', 'love', 'parent', 'staff', 'thank', 'environment', 'learn', 'care', 'good', 'ms', 'preschool', 'nurture', 'experience', 'activity', 'daughter', 'fun', 'provide']",MindChamps PreSchool @ East Coast
"We are from a Chinese family and we rarely use Chinese at home. However, since Wang Guangxi came to school, he can now speak a lot of English. As long as he can speak, he chooses to speak in English. The teacher will teach him in different ways and is very patient. Thank you.""",0.05625,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ East Coast
"""My son started playground at MindChamps CSM last month and it’s been a great experience! The teachers are very helpful and the principal is hands on too! The school has done a great job in helping young toddlers to adjust to the new environment. My son started with crying every morning when going into school but now will happily say goodbye to mummy and daddy!",0.3857954545454545,Topic 1,"['teacher', 'school', 'child', 'kid', 'care', 'principal', 'good', 'son', 'time', 'parent', 'centre', 'day', 'go', 'thank', 'year', 'love', 'like', 'daughter', 'month', 'take']",MindChamps PreSchool @ City Square Mall
